друг	determiner	mkd	друг	determiner	bul
италијански	adjective	mkd	италиански	adjective	bul
итен	adjective	mkd	незабавен	adjective	bul
казакстански	adjective	mkd	казахстански	adjective	bul
казахстански	adjective	mkd	казахстански	adjective	bul
канадски	adjective	mkd	канадски	adjective	bul
канарски	adjective	mkd	канарски	adjective	bul
кандидатски	adjective	mkd	кандидатски	adjective	bul
карибски	adjective	mkd	карибски	adjective	bul
катарски	adjective	mkd	катарски	adjective	bul
катастрофален	adjective	mkd	катастрофален	adjective	bul
кипарски	adjective	mkd	кипърски	adjective	bul
клучен	adjective	mkd	ключов	adjective	bul
коалициски	adjective	mkd	коалиционен	adjective	bul
козарски	adjective	mkd	козарски	adjective	bul
колективен	adjective	mkd	колективен	adjective	bul
комитски	adjective	mkd	комитски	adjective	bul
конгоански	adjective	mkd	конгоански	adjective	bul
конечен	adjective	mkd	окончателен	adjective	bul
конкретен	adjective	mkd	конкретен	adjective	bul
конструктивен	adjective	mkd	конструктивен	adjective	bul
консултантски	adjective	mkd	консултантски	adjective	bul
континуиран	adjective	mkd	продължителен	adjective	bul
контроверзен	adjective	mkd	спорен	adjective	bul
спорен	adjective	mkd	спорен	adjective	bul
контролен	adjective	mkd	контролен	adjective	bul
корејски	adjective	mkd	корейски	adjective	bul
коринтски	adjective	mkd	коринтски	adjective	bul
користен	adjective	mkd	користен	adjective	bul
корпулентен	adjective	mkd	корпулентен	adjective	bul
косовски	adjective	mkd	косовски	adjective	bul
краен	adjective	mkd	краен	adjective	bul
кралски	adjective	mkd	кралски	adjective	bul
кривичен	adjective	mkd	криминален	adjective	bul
криминален	adjective	mkd	криминален	adjective	bul
криптографски	adjective	mkd	криптографски	adjective	bul
кристален	adjective	mkd	кристален	adjective	bul
критичен	adjective	mkd	критичен	adjective	bul
критски	adjective	mkd	критски	adjective	bul
крупен	adjective	mkd	крупен	adjective	bul
кубански	adjective	mkd	кубински	adjective	bul
кувајтски	adjective	mkd	кувейтски	adjective	bul
културен	adjective	mkd	културен	adjective	bul
курдистански	adjective	mkd	кюрдистански	adjective	bul
курдски	adjective	mkd	кюрдски	adjective	bul
лажен	adjective	mkd	лъжлив	adjective	bul
латиноамерикански	adjective	mkd	латиноамерикански	adjective	bul
латински	adjective	mkd	латински	adjective	bul
левичарски	adjective	mkd	левичарски	adjective	bul
легален	adjective	mkd	легален	adjective	bul
легендарен	adjective	mkd	легендарен	adjective	bul
легитимен	adjective	mkd	легитимен	adjective	bul
лекарски	adjective	mkd	лекарски	adjective	bul
лесен	adjective	mkd	лесен	adjective	bul
летен	adjective	mkd	летен	adjective	bul
либански	adjective	mkd	ливански	adjective	bul
либерален	adjective	mkd	либерален	adjective	bul
либиски	adjective	mkd	либийски	adjective	bul
лидерски	adjective	mkd	лидерски	adjective	bul
лисабонски	adjective	mkd	лисабонски	adjective	bul
литвански	adjective	mkd	литовски	adjective	bul
лихтенштански	adjective	mkd	лихтенщайнски	adjective	bul
личен	adjective	mkd	личен	adjective	bul
лишен	adjective	mkd	лишен	adjective	bul
локален	adjective	mkd	локален	adjective	bul
лондонски	adjective	mkd	лондонски	adjective	bul
магистерски	adjective	mkd	магистърски	adjective	bul
мадридски	adjective	mkd	мадридски	adjective	bul
македонски	adjective	mkd	македонски	adjective	bul
максимален	adjective	mkd	максимален	adjective	bul
мал	adjective	mkd	малък	adjective	bul
малолетен	adjective	mkd	малолетен	adjective	bul
малцински	adjective	mkd	малцинствен	adjective	bul
манастирски	adjective	mkd	манастирски	adjective	bul
маратонски	adjective	mkd	маратонски	adjective	bul
марокански	adjective	mkd	марокански	adjective	bul
мартовски	adjective	mkd	мартенски	adjective	bul
масовен	adjective	mkd	масов	adjective	bul
материјален	adjective	mkd	материален	adjective	bul
меден	adjective	mkd	меден	adjective	bul
медицински	adjective	mkd	медицински	adjective	bul
мек	adjective	mkd	мек	adjective	bul
мексикански	adjective	mkd	мексикански	adjective	bul
мерен	adjective	mkd	мерен	adjective	bul
меѓународен	adjective	mkd	международен	adjective	bul
микенски	adjective	mkd	микенски	adjective	bul
милански	adjective	mkd	милански	adjective	bul
минејски	adjective	mkd	минойски	adjective	bul
минимален	adjective	mkd	минимален	adjective	bul
министерски	adjective	mkd	министерски	adjective	bul
минутен	adjective	mkd	минутен	adjective	bul
мирен	adjective	mkd	мирен	adjective	bul
мировен	adjective	mkd	мирен	adjective	bul
мировен	adjective	mkd	мироопазващ	adjective	bul
мистериозен	adjective	mkd	мистериозен	adjective	bul
млад	adjective	mkd	млад	adjective	bul
млечен	adjective	mkd	млечен	adjective	bul
многумина	adjective	mkd	много	adjective	bul
мобилен	adjective	mkd	мобилен	adjective	bul
моден	adjective	mkd	моден	adjective	bul
модерен	adjective	mkd	модерен	adjective	bul
можен	adjective	mkd	възможен	adjective	bul
молдавски	adjective	mkd	молдовски	adjective	bul
моментален	adjective	mkd	моментален	adjective	bul
моментен	adjective	mkd	моментен	adjective	bul
монголски	adjective	mkd	монголски	adjective	bul
монументален	adjective	mkd	монументален	adjective	bul
морален	adjective	mkd	морален	adjective	bul
морски	adjective	mkd	морски	adjective	bul
поморски	adjective	mkd	морски	adjective	bul
московски	adjective	mkd	московски	adjective	bul
мрачен	adjective	mkd	мрачен	adjective	bul
мултиетнички	adjective	mkd	мултиетнически	adjective	bul
муслимански	adjective	mkd	мюсюлмански	adjective	bul
наведен	adjective	mkd	посочен	adjective	bul
наводен	adjective	mkd	предполагаем	adjective	bul
надворешен	adjective	mkd	външен	adjective	bul
надгледуван	adjective	mkd	наглеждан	adjective	bul
надзорен	adjective	mkd	надзорен	adjective	bul
надлежен	adjective	mkd	надлежен	adjective	bul
наивен	adjective	mkd	наивен	adjective	bul
намален	adjective	mkd	намален	adjective	bul
намерен	adjective	mkd	преднамерен	adjective	bul
направен	adjective	mkd	направен	adjective	bul
наречен	adjective	mkd	наречен	adjective	bul
насловен	adjective	mkd	наречен	adjective	bul
народен	adjective	mkd	народен	adjective	bul
населен	adjective	mkd	населен	adjective	bul
насочен	adjective	mkd	насочен	adjective	bul
научен	adjective	mkd	научен	adjective	bul
национален	adjective	mkd	национален	adjective	bul
националистички	adjective	mkd	нациналистически	adjective	bul
неалбански	adjective	mkd	неалбански	adjective	bul
неарапски	adjective	mkd	неарабски	adjective	bul
неафрикански	adjective	mkd	неафрикански	adjective	bul
небесен	adjective	mkd	небесен	adjective	bul
невин	adjective	mkd	невинен	adjective	bul
невладин	adjective	mkd	неправителствен	adjective	bul
негативен	adjective	mkd	негативен	adjective	bul
недоволен	adjective	mkd	недоволен	adjective	bul
независен	adjective	mkd	независим	adjective	bul
неизбежен	adjective	mkd	неизбежен	adjective	bul
неисламски	adjective	mkd	неислямски	adjective	bul
некоректен	adjective	mkd	некоректен	adjective	bul
немирен	adjective	mkd	немирен	adjective	bul
немуслимански	adjective	mkd	немюсюлмански	adjective	bul
неодамнешен	adjective	mkd	неотдавнашен	adjective	bul
неопходен	adjective	mkd	необходим	adjective	bul
непосреден	adjective	mkd	непосреден	adjective	bul
нервен	adjective	mkd	нервен	adjective	bul
нервозен	adjective	mkd	нервозен	adjective	bul
неруски	adjective	mkd	неруски	adjective	bul
несериозен	adjective	mkd	несериозен	adjective	bul
нетурски	adjective	mkd	нетурски	adjective	bul
неуморен	adjective	mkd	неуморен	adjective	bul
неуспешен	adjective	mkd	неуспешен	adjective	bul
нов	adjective	mkd	нов	adjective	bul
новински	adjective	mkd	новинарски	adjective	bul
новозеландски	adjective	mkd	новозеландски	adjective	bul
новосадски	adjective	mkd	новосадски	adjective	bul
номадски	adjective	mkd	номадски	adjective	bul
норвешки	adjective	mkd	норвежки	adjective	bul
нормален	adjective	mkd	нормален	adjective	bul
нуклеарен	adjective	mkd	ядрен	adjective	bul
обвинет	adjective	mkd	обвинен	adjective	bul
обвинителен	adjective	mkd	обвинителен	adjective	bul
обиколен	adjective	mkd	обиколен	adjective	bul
обилен	adjective	mkd	обилен	adjective	bul
обичен	adjective	mkd	обичен	adjective	bul
објавен	adjective	mkd	обявен	adjective	bul
прогласен	adjective	mkd	обявен	adjective	bul
овогодинешен	adjective	mkd	тазгодишен	adjective	bul
огромен	adjective	mkd	огромен	adjective	bul
одбранбен	adjective	mkd	отбранителен	adjective	bul
одделен	adjective	mkd	отделен	adjective	bul
одложен	adjective	mkd	отложен	adjective	bul
одобрен	adjective	mkd	одобрен	adjective	bul
одреден	adjective	mkd	определен	adjective	bul
определен	adjective	mkd	определен	adjective	bul
океанографски	adjective	mkd	океанографски	adjective	bul
океански	adjective	mkd	океански	adjective	bul
околен	adjective	mkd	околен	adjective	bul
олимписки	adjective	mkd	олимпийски	adjective	bul
оперативен	adjective	mkd	оперативен	adjective	bul
операторски	adjective	mkd	операторски	adjective	bul
опозиционен	adjective	mkd	опозиционен	adjective	bul
опозициски	adjective	mkd	опозиционен	adjective	bul
оптимален	adjective	mkd	оптимален	adjective	bul
општински	adjective	mkd	общински	adjective	bul
организиран	adjective	mkd	организиран	adjective	bul
оригинален	adjective	mkd	оригинален	adjective	bul
осигурителен	adjective	mkd	осигурителен	adjective	bul
