"France"-properNoun-fr "Francia"-properNoun-es
"centre de formation"-noun-fr "centro de formación"-noun-es
"Banco Espirito Santo"-properNoun-fr "Banco Espirito Santo"-properNoun-es
"Lorenzo"-properNoun-fr "Lorenzo"-properNoun-es
"intégralité"-noun-fr "integridad"-noun-es
"mandaté"-adjective-fr "comisionado"-adjective-es
"pirate"-noun-fr "pirata"-noun-es
"jubilation"-noun-fr "jubilación"-noun-es
"Ensafeca"-properNoun-fr "Ensafeca"-properNoun-es
"siffler"-verb-fr "silbar"-verb-es
"siffler"-verb-fr "pitar"-verb-es
"Albelda"-properNoun-fr "Albelda"-properNoun-es
"Bramati"-properNoun-fr "Bramati"-properNoun-es
"joueur de tennis"-noun-fr "tenista"-noun-es
"qui analyse"-adjective-fr "analizador"-adjective-es
"Erevan"-properNoun-fr "Ereván"-properNoun-es
"reforestation"-noun-fr "reforestación"-noun-es
"petites places"-noun-fr "plazoletas"-noun-es
"demandeur"-adjective-fr "peticionario"-adjective-es
"Campos"-properNoun-fr "Campos"-properNoun-es
"déficit"-noun-fr "déficit"-noun-es
"Nairobi"-properNoun-fr "Nairobi"-properNoun-es
"beaucoup de"-adjective-fr "mucho"-adjective-es
"chronométrage"-noun-fr "cronometraje"-noun-es
"tuyau"-noun-fr "tubo"-noun-es
"brique"-noun-fr "ladrillo"-noun-es
"violence"-noun-fr "violencia"-noun-es
"entonner"-verb-fr "entonar"-verb-es
"plainte"-noun-fr "queja"-noun-es
"Reus"-properNoun-fr "Reus"-properNoun-es
"Pasai"-properNoun-fr "Pasai"-properNoun-es
"conception"-noun-fr "concepción"-noun-es
"malade"-noun-fr "enfermo"-noun-es
"coupe"-noun-fr "copa"-noun-es
"cuisse"-noun-fr "muslo"-noun-es
"comme par enchantement"-adverb-fr "por arte de magia"-adverb-es
"codification"-noun-fr "codificación"-noun-es
"Abrams"-properNoun-fr "Abrams"-properNoun-es
"chalutier"-noun-fr "trainera"-noun-es
"chalutier"-noun-fr "bou"-noun-es
"Almadia"-properNoun-fr "Almadia"-properNoun-es
"Akasvayu"-properNoun-fr "Akasvayu"-properNoun-es
"Vatican"-properNoun-fr "Vaticano"-properNoun-es
"fendre en quatre"-verb-fr "deshacer en atenciones"-verb-es
"communiqué"-noun-fr "comunicado"-noun-es
"Amiano"-properNoun-fr "Amiano"-properNoun-es
"renfermer"-verb-fr "encerrar"-verb-es
"hôpital"-noun-fr "hospital"-noun-es
"Arnau"-properNoun-fr "Arnau"-properNoun-es
"responsable"-adjective-fr "responsable"-adjective-es
"intelligent"-adjective-fr "inteligente"-adjective-es
"cautionner"-verb-fr "afianzar"-verb-es
"poser à nouveau"-verb-fr "replantear"-verb-es
"Agnew"-properNoun-fr "Agnew"-properNoun-es
"président du pays basque"-noun-fr "lehendakari"-noun-es
"Sporades"-properNoun-fr "Espóradas"-properNoun-es
"serrer"-verb-fr "estrechar"-verb-es
"serrer"-verb-fr "achuchar"-verb-es
"serrer"-verb-fr "apretar"-verb-es
"Natascha"-properNoun-fr "Natascha"-properNoun-es
"Alexey"-properNoun-fr "Alexey"-properNoun-es
"friandise"-noun-fr "chuchería"-noun-es
"nombreux"-adjective-fr "numeroso"-adjective-es
"pierre tombale"-noun-fr "lápida"-noun-es
"apéritif"-noun-fr "aperitivo"-noun-es
"mettre en place"-verb-fr "poner en marcha"-verb-es
"Jean"-properNoun-fr "Jean"-properNoun-es
"désarchivage"-noun-fr "desasemblage"-noun-es
"Getxo"-properNoun-fr "Getxo"-properNoun-es
"UAU"-properNoun-fr "UAU"-properNoun-es
"locomotive"-noun-fr "locomotora"-noun-es
"Esteve"-properNoun-fr "Esteve"-properNoun-es
"machines"-noun-fr "maquinaria"-noun-es
"Aliez"-properNoun-fr "Aliez"-properNoun-es
"Dordogne"-properNoun-fr "Dordoña"-properNoun-es
"soutane"-noun-fr "sotana"-noun-es
"fumeur"-adjective-fr "fumador"-adjective-es
"compte créditeur"-noun-fr "cuenta acreedora"-noun-es
"Grèce"-properNoun-fr "Grecia"-properNoun-es
"arc"-noun-fr "arco"-noun-es
"Gerediaga"-properNoun-fr "Gerediaga"-properNoun-es
"surexcitation"-noun-fr "sobreexcitación"-noun-es
"Ibex 35"-properNoun-fr "Ibex 35"-properNoun-es
"V"-numeral-fr "V"-numeral-es
"Bombay"-properNoun-fr "Bombay"-properNoun-es
"Honchar"-properNoun-fr "Honchar"-properNoun-es
"dogme"-noun-fr "dogma"-noun-es
"aéronef"-noun-fr "aeronave"-noun-es
"Ambrosio"-properNoun-fr "Ambrosio"-properNoun-es
"monographique"-adjective-fr "monográfico"-adjective-es
"réinstallation"-noun-fr "reinstalación"-noun-es
"mythe"-noun-fr "mito"-noun-es
"cargaison"-noun-fr "cargamento"-noun-es
"événement"-noun-fr "acontecimiento"-noun-es
"événement"-noun-fr "evento"-noun-es
"événement"-noun-fr "suceso"-noun-es
"surpasser"-verb-fr "superar"-verb-es
"Aoiz"-properNoun-fr "Aoiz"-properNoun-es
"Gardner"-properNoun-fr "Gardner"-properNoun-es
"colossal"-adjective-fr "colosal"-adjective-es
"bulletin météorologique"-noun-fr "boletín meteorológico"-noun-es
"prospérité"-noun-fr "prosperidad"-noun-es
"gorger"-verb-fr "cebar"-verb-es
"de nos jours"-adverb-fr "hoy en dia"-adverb-es
"Ribéry"-properNoun-fr "Ribéry"-properNoun-es
"foie"-noun-fr "hígado"-noun-es
"prestidigitation"-noun-fr "prestidigitación"-noun-es
"soigner"-verb-fr "cuidar"-verb-es
"soigner"-verb-fr "curar"-verb-es
"sélectivité"-noun-fr "selectividad"-noun-es
"immense"-adjective-fr "inmenso"-adjective-es
"BTL"-noun-fr "BTL"-noun-es
"gravement"-adverb-fr "gravemente"-adverb-es
"Laos"-properNoun-fr "Laos"-properNoun-es
"systématisation"-noun-fr "sistematización"-noun-es
"de façon ininterrompue"-adverb-fr "ininterrumpidamente"-adverb-es
"rectification"-noun-fr "rectificación"-noun-es
"muscle"-noun-fr "músculo"-noun-es
"toucher du bois"-verb-fr "tocar madera"-verb-es
"Netanyahou"-properNoun-fr "Netanyahu"-properNoun-es
"moustique"-noun-fr "mosquito"-noun-es
"secrétariat"-noun-fr "secretaría"-noun-es
"secrétariat"-noun-fr "secretariado"-noun-es
"coucher"-verb-fr "acostar"-verb-es
"coucher"-verb-fr "encamar"-verb-es
"réglementaire"-adjective-fr "reglamentario"-adjective-es
"moins"-adverb-fr "menos"-adverb-es
"bouc"-noun-fr "akerra"-noun-es
"confusion"-noun-fr "revuelo"-noun-es
"confusion"-noun-fr "confusión"-noun-es
"confusion"-noun-fr "desconcierto"-noun-es
"confusion"-noun-fr "lío"-noun-es
"Akrami"-properNoun-fr "Akrami"-properNoun-es
"fisc"-noun-fr "fisco"-noun-es
"je"-pronoun-fr "yo"-pronoun-es
"sémaphore"-noun-fr "semáforo"-noun-es
"harmonisation"-noun-fr "armonización"-noun-es
"Mabel"-properNoun-fr "Mabel"-properNoun-es
"saint François Borgia"-properNoun-fr "San Francisco de Borja"-properNoun-es
"Seine-Maritime"-properNoun-fr "Seine-Maritime"-properNoun-es
"Altzugarai"-properNoun-fr "Alzugaray"-properNoun-es
"Brigitte"-properNoun-fr "Brigitte"-properNoun-es
"soif"-noun-fr "sed"-noun-es
"Pierluigi"-properNoun-fr "Pierluigi"-properNoun-es
"MCC"-properNoun-fr "MCC"-properNoun-es
"indiscutable"-adjective-fr "indiscutible"-adjective-es
"bénéfique"-adjective-fr "benéfico"-adjective-es
"du point de vue de"-preposition-fr "desde el punto de vista de"-preposition-es
"suisse"-adjective-fr "suizo"-adjective-es
"défenseur"-adjective-fr "defensor"-adjective-es
"majorité"-noun-fr "mayoría"-noun-es
"majorité"-noun-fr "mayoría de edad"-noun-es
"conductivité"-noun-fr "conductividad"-noun-es
"Anguita"-properNoun-fr "Anguita"-properNoun-es
"concrétion"-noun-fr "concreción"-noun-es
"Golem"-properNoun-fr "Golem"-properNoun-es
"Zarautz"-properNoun-fr "Zarautz"-properNoun-es
"regarder"-verb-fr "mirar"-verb-es
"moyennant"-preposition-fr "mediante"-preposition-es
"Filipacchi"-properNoun-fr "Filipacchi"-properNoun-es
"autochèque"-noun-fr "autocheque"-noun-es
"Simón"-properNoun-fr "Simón"-properNoun-es
"Phidias"-properNoun-fr "Fidias"-properNoun-es
"petite et moyenne entreprise"-noun-fr "pequeña y mediana empresa"-noun-es
"Montalbán"-properNoun-fr "Montalbán"-properNoun-es
"Rabanera"-properNoun-fr "Rabanera"-properNoun-es
"manutention"-noun-fr "manutención"-noun-es
"rémunéré"-adjective-fr "remunerado"-adjective-es
"bandit"-noun-fr "bandolero"-noun-es
"bandit"-noun-fr "bandido"-noun-es
"concert"-noun-fr "concierto"-noun-es
"orthodoxie"-noun-fr "ortodoxia"-noun-es
"Candelaria"-properNoun-fr "Candelaria"-properNoun-es
"faire la sourde oreille"-verb-fr "desoír"-verb-es
"corporatif"-adjective-fr "corporativo"-adjective-es
"baignoire"-noun-fr "bañera"-noun-es
"Facebook"-properNoun-fr "Facebook"-properNoun-es
"inadmissible"-adjective-fr "inadmisible"-adjective-es
"Akkar"-properNoun-fr "Akkar"-properNoun-es
"personnellement"-adverb-fr "personalmente"-adverb-es
"massif"-noun-fr "macizo"-noun-es
"Agurtzane"-properNoun-fr "Agurtzane"-properNoun-es
"de mode"-adjective-fr "de moda"-adjective-es
"PAC"-noun-fr "PAC"-noun-es
"Vetel"-properNoun-fr "Vetel"-properNoun-es
"Andonegi"-properNoun-fr "Andonegi"-properNoun-es
"Burguete"-properNoun-fr "Burguete"-properNoun-es
"faciliter"-verb-fr "facilitar"-verb-es
"comptable"-adjective-fr "contable"-adjective-es
"Deux-Sèvres"-properNoun-fr "Deux-Sèvres"-properNoun-es
"lister"-verb-fr "listar"-verb-es
"Madras"-properNoun-fr "Madrás"-properNoun-es
"répartir"-verb-fr "repartir"-verb-es
"vouloir sa part du gâteau"-verb-fr "querer sacar tajada"-verb-es
"Gemayel"-properNoun-fr "Gemayel"-properNoun-es
"Unai"-properNoun-fr "Unai"-properNoun-es
"naval"-adjective-fr "naval"-adjective-es
"Greenpeace"-properNoun-fr "Greenpeace"-properNoun-es
"inspecteur"-noun-fr "inspector"-noun-es
"Jorge Del Castillo"-properNoun-fr "Jorge Del Castillo"-properNoun-es
"dictature"-noun-fr "dictadura"-noun-es
"water-polo"-noun-fr "waterpolo"-noun-es
"Charlie"-properNoun-fr "Charlie"-properNoun-es
"gel"-noun-fr "gel"-noun-es
"gel"-noun-fr "hielo"-noun-es
"divin"-adjective-fr "divino"-adjective-es
"déprimer"-verb-fr "deprimir"-verb-es
"métropole"-noun-fr "territorio metropolitano"-noun-es
"Elton"-properNoun-fr "Elton"-properNoun-es
"Areiltza"-properNoun-fr "Areiltza"-properNoun-es
"excellemment"-adverb-fr "estupendamente"-adverb-es
"hériter"-verb-fr "heredar"-verb-es
"adorateur"-adjective-fr "adorador"-adjective-es
"gastronomique"-adjective-fr "gastronómico"-adjective-es
"incertain"-adjective-fr "incierto"-adjective-es
"dans l'entourage de"-preposition-fr "en los medios allegados de"-preposition-es
"glacer"-verb-fr "helar"-verb-es
"Guernesey"-properNoun-fr "Guernsey"-properNoun-es
"Alcorcón"-properNoun-fr "Alcorcón"-properNoun-es
"sage"-adjective-fr "prudente"-adjective-es
"générateur"-noun-fr "generador"-noun-es
"germe"-noun-fr "germen"-noun-es
"purification"-noun-fr "purificación"-noun-es
"Khamenei"-properNoun-fr "Khamenei"-properNoun-es
"sénateur"-noun-fr "senador"-noun-es
"souhaiter"-verb-fr "desear"-verb-es
"souhaiter"-verb-fr "anhelar"-verb-es
"bookmaker"-noun-fr "corredor de apuestas"-noun-es
"individualité"-noun-fr "individualidad"-noun-es
"comparer"-verb-fr "equiparar"-verb-es
"comparer"-verb-fr "comparar"-verb-es
"malle"-noun-fr "baúl"-noun-es
"Daniels"-properNoun-fr "Daniels"-properNoun-es
"perte"-noun-fr "extravío"-noun-es
"perte"-noun-fr "pérdida"-noun-es
"colline"-noun-fr "cerro"-noun-es
"colline"-noun-fr "colina"-noun-es
"rajeunissement"-noun-fr "rejuvenecimiento"-noun-es
"déchaînement"-noun-fr "hervidero"-noun-es
"paiement différé"-noun-fr "pago aplazado"-noun-es
"accoupler"-verb-fr "aparear"-verb-es
"Clerc"-properNoun-fr "Clerc"-properNoun-es
"chat"-noun-fr "gato"-noun-es
"chat"-noun-fr "chat"-noun-es
"KLM"-properNoun-fr "KLM"-properNoun-es
"fastidieux"-adjective-fr "fastidioso"-adjective-es
"Wim"-properNoun-fr "Wim"-properNoun-es
"Corominas"-properNoun-fr "Corominas"-properNoun-es
"rire"-noun-fr "risa"-noun-es
"faux billet"-noun-fr "billete falso"-noun-es
"Communauté Economique Européenne"-properNoun-fr "Comunidad Económica Europea"-properNoun-es
"développeur"-noun-fr "desarrollador"-noun-es
"auxiliaire administratif"-noun-fr "auxiliar administrativo"-noun-es
"Joe"-properNoun-fr "Joe"-properNoun-es
"Ur"-properNoun-fr "Ur"-properNoun-es
"chaînon"-noun-fr "eslabón"-noun-es
"Angelina Jolie"-properNoun-fr "Angelina Jolie"-properNoun-es
"Vespuce"-properNoun-fr "Vespucio"-properNoun-es
"grand-mère"-noun-fr "abuelo"-noun-es
"grand-mère"-noun-fr "abuela"-noun-es
"Mont Athos"-properNoun-fr "Monte Athos"-properNoun-es
"analphabète"-adjective-fr "analfabeto"-adjective-es
"innovation"-noun-fr "innovación"-noun-es
"Black"-properNoun-fr "Black"-properNoun-es
"Aguirre"-properNoun-fr "Aguirre"-properNoun-es
"tronquer"-verb-fr "truncar"-verb-es
"meubles"-noun-fr "mobiliario"-noun-es
"unipersonnel"-adjective-fr "unipersonal"-adjective-es
"adverbe"-noun-fr "adverbio"-noun-es
"offense"-noun-fr "agravio"-noun-es
"à n'importe quel"-adverb-fr "en cualquier"-adverb-es
"Altea"-properNoun-fr "Altea"-properNoun-es
"Tskhinvali"-properNoun-fr "Tskhinvali"-properNoun-es
"Hodei Collazo"-properNoun-fr "Hodei Collazo"-properNoun-es
"sentir"-verb-fr "sentir"-verb-es
"Galatas"-properNoun-fr "Galatas"-properNoun-es
"Gianni"-properNoun-fr "Gianni"-properNoun-es
"annotateur"-noun-fr "anotador"-noun-es
"dangerosité"-noun-fr "peligrosidad"-noun-es
"zone industrielle"-noun-fr "zona industrial"-noun-es
"fermé"-adjective-fr "cerrado"-adjective-es
"Hervás"-properNoun-fr "Hervás"-properNoun-es
"verdict"-noun-fr "veredicto"-noun-es
"société coopérative"-noun-fr "sociedad cooperativa"-noun-es
"HP"-properNoun-fr "HP"-properNoun-es
"Kontseilua"-properNoun-fr "Kontseilua"-properNoun-es
"déguster"-verb-fr "degustar"-verb-es
"expansif"-adjective-fr "expansivo"-adjective-es
"excavation"-noun-fr "excavación"-noun-es
"radicalement"-adverb-fr "radicalmente"-adverb-es
"sauver"-verb-fr "salvar"-verb-es
"sauver"-verb-fr "rescatar"-verb-es
"livre de comptes"-noun-fr "libro de cuentas"-noun-es
"biens immobiliers"-noun-fr "bienes inmuebles"-noun-es
"tentative"-noun-fr "intento"-noun-es
"tentative"-noun-fr "tentativa"-noun-es
"tentative"-noun-fr "amago"-noun-es
"télescope"-noun-fr "telescopio"-noun-es
"comptabiliser"-verb-fr "contabilizar"-verb-es
"concept"-noun-fr "concepto"-noun-es
"sportivité"-noun-fr "deportividad"-noun-es
"échelon"-noun-fr "escalón"-noun-es
"dessaisissement"-noun-fr "desasimiento"-noun-es
"Québécois"-noun-fr "quebequés"-noun-es
"journalistique"-adjective-fr "periodístico"-adjective-es
"assassinat"-noun-fr "asesinato"-noun-es
"txuriurdin"-adjective-fr "txuriurdin"-adjective-es
"Singleton"-properNoun-fr "Singleton"-properNoun-es
"Elia"-properNoun-fr "Elia"-properNoun-es
"analgésique"-noun-fr "analgésico"-noun-es
"éveiller"-verb-fr "despertar"-verb-es
"audace"-noun-fr "atrevimiento"-noun-es
"audace"-noun-fr "audacia"-noun-es
"Wou Tchen"-properNoun-fr "Wu Chen"-properNoun-es
"Aasheim"-properNoun-fr "Aasheim"-properNoun-es
"quinquennat"-noun-fr "quinquenio"-noun-es
"photocopie"-noun-fr "fotocopia"-noun-es
"aviron"-noun-fr "remo"-noun-es
"injuste"-adjective-fr "injusto"-adjective-es
"ouvert"-adjective-fr "abierto"-adjective-es
"Augustinus"-properNoun-fr "Augustinus"-properNoun-es
"Palais Euskalduna"-properNoun-fr "Palacio Euskalduna"-properNoun-es
"constituer"-verb-fr "constituir"-verb-es
"loisir"-noun-fr "ocio"-noun-es
"tir"-noun-fr "tiro"-noun-es
"virtuel"-adjective-fr "virtual"-adjective-es
"Bédier"-properNoun-fr "Bédier"-properNoun-es
"Giscard"-properNoun-fr "Giscard"-properNoun-es
"hésiter"-verb-fr "vacilar"-verb-es
"tranquillité"-noun-fr "tranquilidad"-noun-es
"Anders Fogh Rasmussen"-properNoun-fr "Anders Fogh Rasmussen"-properNoun-es
"en paiement"-adverb-fr "en pago"-adverb-es
"diesel"-noun-fr "diesel"-noun-es
"Argote"-properNoun-fr "Argote"-properNoun-es
"stand-by"-adverb-fr "stand-by"-adverb-es
"fonctionnaire"-noun-fr "funcionario"-noun-es
"sacrement"-noun-fr "sacramento"-noun-es
"confectionner"-verb-fr "confeccionar"-verb-es
"roman"-noun-fr "novela"-noun-es
"roman"-noun-fr "romance"-noun-es
"Allawi"-properNoun-fr "Allawi"-properNoun-es
"pour ce qui est de"-preposition-fr "con respecto a"-preposition-es
"maléfice"-noun-fr "maleficio"-noun-es
"signe de la croix"-noun-fr "señal de la cruz"-noun-es
"médical"-adjective-fr "médico"-adjective-es
"isolement"-noun-fr "aislamiento"-noun-es
"autorégénération"-noun-fr "autoregeneración"-noun-es
"intégral"-adjective-fr "integral"-adjective-es
"Andy"-properNoun-fr "Andy"-properNoun-es
"demoiselle"-noun-fr "doncella"-noun-es
"vente"-noun-fr "venta"-noun-es
"portée"-noun-fr "pentagrama"-noun-es
"portée"-noun-fr "camada"-noun-es
"portée"-noun-fr "alcance"-noun-es
"étagère"-noun-fr "estante"-noun-es
"étagère"-noun-fr "estantería"-noun-es
"insuffisant"-adjective-fr "insuficiente"-adjective-es
"régulièrement"-adverb-fr "regularmente"-adverb-es
"régulièrement"-adverb-fr "por lo regular"-adverb-es
"égalitaire"-adjective-fr "igualitario"-adjective-es
"insuffisance"-noun-fr "insuficiencia"-noun-es
"déposer de l'argent"-verb-fr "ingresar en cuenta"-verb-es
"oeuf"-noun-fr "huevo"-noun-es
"mise en oeuvre"-noun-fr "puesta en marcha"-noun-es
"prisonnier"-noun-fr "preso"-noun-es
"prisonnier"-noun-fr "prisionero"-noun-es
"Assab"-properNoun-fr "Assab"-properNoun-es
"échec au roi"-interjection-fr "jaque al rey"-interjection-es
"solfège"-noun-fr "solfeo"-noun-es
"surprendre"-verb-fr "sorprender"-verb-es
"quantifier"-verb-fr "cuantificar"-verb-es
"négociation"-noun-fr "negociación"-noun-es
"Saavedra"-properNoun-fr "Saavedra"-properNoun-es
"secrétaire"-noun-fr "secretario"-noun-es
"victime"-noun-fr "víctima"-noun-es
"mécanicien"-noun-fr "mecánico"-noun-es
"survivant"-adjective-fr "superviviente"-adjective-es
"sommaire"-noun-fr "sumario"-noun-es
"Keith"-properNoun-fr "Keith"-properNoun-es
"durement"-adverb-fr "duramente"-adverb-es
"motorisation"-noun-fr "motorización"-noun-es
"piqûre"-noun-fr "pinchazo"-noun-es
"écrasement"-noun-fr "aplastamiento"-noun-es
"Golfe de Gascogne"-properNoun-fr "Golfo de Vizcaya"-properNoun-es
"CD"-noun-fr "CD"-noun-es
"Army Wives"-properNoun-fr "Army Wives"-properNoun-es
"pdf"-properNoun-fr "pdf"-properNoun-es
"Georgie du Sud-et-les Îles Sandwich du Sud"-properNoun-fr "Islas Georgias del Sur y Sandwich del Sur"-properNoun-es
"protestant"-noun-fr "protestante"-noun-es
"urgentement"-adverb-fr "urgentemente"-adverb-es
"Hirsch"-properNoun-fr "Hirsch"-properNoun-es
"bolomètre"-noun-fr "bolómetro"-noun-es
"Danemark"-properNoun-fr "Dinamarca"-properNoun-es
"Aouchev"-properNoun-fr "Aouchev"-properNoun-es
"bon ménage"-noun-fr "buenas migas"-noun-es
"Campbell"-properNoun-fr "Campbell"-properNoun-es
"exclusion"-noun-fr "exclusión"-noun-es
"répandre"-verb-fr "difundir"-verb-es
"conjugal"-adjective-fr "conyugal"-adjective-es
"annuaire"-noun-fr "anuario"-noun-es
"Getaria"-properNoun-fr "Getaria"-properNoun-es
"Joseph Staline"-properNoun-fr "José Stalin"-properNoun-es
"Adiputro"-properNoun-fr "Adiputro"-properNoun-es
"danse"-noun-fr "baile"-noun-es
"bâtiment"-noun-fr "edificio"-noun-es
"Nouvelobs"-properNoun-fr "Nouvelobs"-properNoun-es
"Moroccan All Shares Index"-properNoun-fr "Moroccan All Shares Index"-properNoun-es
"rouleau"-noun-fr "rollo"-noun-es
"Premier Monde"-properNoun-fr "Primer Mundo"-properNoun-es
"égal"-adjective-fr "igual"-adjective-es
"Luca"-properNoun-fr "Luca"-properNoun-es
"curieux"-adjective-fr "curioso"-adjective-es
"Agirrezabalaga"-properNoun-fr "Agirrezabalaga"-properNoun-es
"Narváez"-properNoun-fr "Narváez"-properNoun-es
"reste"-noun-fr "resto"-noun-es
"vote blanc"-noun-fr "voto en blanco"-noun-es
"Longyearbyen"-properNoun-fr "Longyearbyen"-properNoun-es
"financer"-verb-fr "financiar"-verb-es
"métabolite"-noun-fr "metabolito"-noun-es
"repos"-noun-fr "reposo"-noun-es
"repos"-noun-fr "descanso"-noun-es
"face à"-preposition-fr "frente a"-preposition-es
"sonorisation"-noun-fr "sonorización"-noun-es
"galicien"-adjective-fr "gallego"-adjective-es
"litre"-noun-fr "litro"-noun-es
"de droite"-noun-fr "derechista"-noun-es
"lutin"-noun-fr "duende"-noun-es
"Johann"-properNoun-fr "Johann"-properNoun-es
"insurgé"-adjective-fr "insurgente"-adjective-es
"raccourci"-noun-fr "atajo"-noun-es
"intervalle"-noun-fr "intervalo"-noun-es
"emprunteur"-noun-fr "prestatario"-noun-es
"Machin"-properNoun-fr "Machin"-properNoun-es
"Béatrice"-properNoun-fr "Béatrice"-properNoun-es
"localement"-adverb-fr "localmente"-adverb-es
"affoler"-verb-fr "enloquecer"-verb-es
"Lecuona"-properNoun-fr "Lecuona"-properNoun-es
"rétribuer"-verb-fr "retribuir"-verb-es
"Carla"-properNoun-fr "Carla"-properNoun-es
"Óscar"-properNoun-fr "Óscar"-properNoun-es
"cultiver"-verb-fr "cultivar"-verb-es
"sculpteur"-noun-fr "escultor"-noun-es
"gaieté"-noun-fr "joya"-noun-es
"Olaberria"-properNoun-fr "Olaberria"-properNoun-es
"parvenir"-verb-fr "llegar"-verb-es
"assassiner"-verb-fr "asesinar"-verb-es
"millier"-noun-fr "millar"-noun-es
"expiration"-noun-fr "expiración"-noun-es
"expiration"-noun-fr "caducidad"-noun-es
"Alfus Tedes"-properNoun-fr "Alfus Tedes"-properNoun-es
"Basse Californie"-properNoun-fr "Baja California"-properNoun-es
"Hrant"-properNoun-fr "Hrant"-properNoun-es
"mer Morte"-properNoun-fr "Mar Muerto"-properNoun-es
"faire partie"-verb-fr "formar parte"-verb-es
"impressionnant"-adjective-fr "impresionante"-adjective-es
