"the"-determiner-en "el"-determiner-ca
"anger"-verb-en "enfuriar"-verb-ca
"anger"-verb-en "enfurir"-verb-ca
"anger"-verb-en "enfurismar"-verb-ca
"angiology"-noun-en "angiologia"-noun-ca
"angle"-verb-en "doblegar"-verb-ca
"Anglo-Saxon"-adjective-en "anglosaxó"-adjective-ca
"angst"-noun-en "angoixa"-noun-ca
"annex"-verb-en "annexionar"-verb-ca
"ANSI"-noun-en "ANSI"-noun-ca
"answer"-verb-en "contestar"-verb-ca
"answer"-verb-en "respondre"-verb-ca
"anthrax"-noun-en "àntrax"-noun-ca
"anticadence"-noun-en "anticadència"-noun-ca
"antidepressant"-adjective-en "antidepressiu"-adjective-ca
"anti-globalisation"-noun-en "antiglobalització"-noun-ca
"antithesis"-noun-en "antítesi"-noun-ca
"API"-noun-en "API"-noun-ca
"apotheosis"-noun-en "apoteosi"-noun-ca
"appeal"-verb-en "atractiu"-adjective-ca
"appeal"-verb-en "apel·lar"-verb-ca
"app"-noun-en "app"-noun-ca
"aquaplaning"-noun-en "hidroplanatge"-noun-ca
"Arabic"-noun-en "àrab"-noun-ca
"Aragonese"-adjective-en "aragonès"-adjective-ca
"archery"-noun-en "tir amb arc"-noun-ca
"archery"-noun-en "arquer"-noun-ca
"archive"-verb-en "arxivar"-verb-ca
"arch"-verb-en "arquejar"-verb-ca
"Argentinian"-adjective-en "argentí"-adjective-ca
"arheism"-noun-en "arreisme"-noun-ca
"armour"-verb-en "blindar"-verb-ca
"arm"-verb-en "armar"-verb-ca
"arrest"-verb-en "arrestar"-verb-ca
"arthrosis"-noun-en "artrosi"-noun-ca
"Asian"-adjective-en "asiàtic"-adjective-ca
"asphalt"-verb-en "asfaltar"-verb-ca
"assault"-verb-en "agredir"-verb-ca
"assault"-verb-en "assaltar"-verb-ca
"assay"-verb-en "assajar"-verb-ca
"assembly"-adjective-en "assembleari"-adjective-ca
"assent"-verb-en "assentir"-verb-ca
"assiduousness"-noun-en "assiduïtat"-noun-ca
"Assyrian"-adjective-en "assiri"-adjective-ca
"astrobiology"-noun-en "astrobiologia"-noun-ca
"astrophysics"-noun-en "astrofísica"-noun-ca
"Asturian"-adjective-en "asturià"-adjective-ca
"AT&T"-noun-en "AT&T"-noun-ca
"athermancy"-noun-en "atermància"-noun-ca
"ATP"-noun-en "ATP"-noun-ca
"attack"-verb-en "agredir"-verb-ca
"attack"-verb-en "atacar"-verb-ca
"attack"-verb-en "atemptar"-verb-ca
"attempt"-verb-en "intentar"-verb-ca
"attribute"-verb-en "atribuir"-verb-ca
"auction"-verb-en "subhastar"-verb-ca
"audition"-verb-en "fer un càsting"-verb-ca
"auditory"-adjective-en "auditiu"-adjective-ca
"audit"-verb-en "auditar"-verb-ca
"Australian"-adjective-en "australià"-adjective-ca
"Austrian"-adjective-en "austríac"-adjective-ca
"author"-verb-en "escriure"-verb-ca
"autistic"-adjective-en "autístic"-adjective-ca
"autocoding"-noun-en "autocodificació"-noun-ca
"autolysis"-noun-en "autòlisi"-noun-ca
"average"-adjective-en "mitjà"-adjective-ca
"average"-adjective-en "amitjanar"-verb-ca
"average"-verb-en "mitjà"-adjective-ca
"average"-verb-en "amitjanar"-verb-ca
"aviculture"-noun-en "avicultura"-noun-ca
"avitaminosis"-noun-en "avitaminosi"-noun-ca
"award"-verb-en "adjudicar"-verb-ca
"award"-verb-en "atorgar"-verb-ca
"award"-verb-en "guardonar"-verb-ca
"awe"-noun-en "esglaiament"-noun-ca
"Aztec"-noun-en "nàhuatl"-noun-ca
"Babylonian"-adjective-en "babilònic"-adjective-ca
"back"-verb-en "donar suport a"-verb-ca
"back"-verb-en "recolzar"-verb-ca
"back"-verb-en "recular"-verb-ca
"bacteriophagy"-noun-en "bacteriofàgia"-noun-ca
"badminton"-noun-en "bàdminton"-noun-ca
"balance"-verb-en "equilibrar"-verb-ca
"band"-verb-en "embolcar"-verb-ca
"band"-verb-en "lligar"-verb-ca
"bang"-verb-en "colpejar"-verb-ca
"bang"-verb-en "copejar"-verb-ca
"bang"-verb-en "petar"-verb-ca
"banking"-adjective-en "bancari"-adjective-ca
"bank"-verb-en "amuntegar"-verb-ca
"bank"-verb-en "amuntonar"-verb-ca
"ban"-verb-en "prohibir"-verb-ca
"barbarian"-adjective-en "bàrbar"-adjective-ca
"bark"-verb-en "bordar"-verb-ca
"bark"-verb-en "lladrar"-verb-ca
"barotropy"-noun-en "barotropia"-noun-ca
"barrel"-verb-en "sortir corrents"-verb-ca
"bar"-verb-en "prohibir"-verb-ca
"baseball"-noun-en "beisbol"-noun-ca
"base"-verb-en "basar"-verb-ca
"base"-verb-en "fonamentar"-verb-ca
"basketball"-noun-en "basquetbol"-noun-ca
"basketball"-noun-en "bàsquet"-noun-ca
"Basque"-adjective-en "basc"-adjective-ca
"bat"-verb-en "colpejar"-verb-ca
"bat"-verb-en "copejar"-verb-ca
"batter"-verb-en "maltractar"-verb-ca
"battle"-verb-en "batallar"-verb-ca
"battle"-verb-en "lluitar"-verb-ca
"Bavarian"-adjective-en "bavarès"-adjective-ca
"BBC"-noun-en "BBC"-noun-ca
"bead"-verb-en "degotar"-verb-ca
"bear"-verb-en "aguantar"-verb-ca
"bear"-verb-en "parir"-verb-ca
"bear"-verb-en "suportar"-verb-ca
"beat"-verb-en "apallissar"-verb-ca
"beat"-verb-en "batre"-verb-ca
"bed"-verb-en "encastar"-verb-ca
"bellow"-verb-en "bramar"-verb-ca
"bend"-verb-en "acatxar"-verb-ca
"bend"-verb-en "ajupir"-verb-ca
"bend"-verb-en "doblegar"-verb-ca
"bend"-verb-en "inclinar"-verb-ca
"benefit"-verb-en "beneficiar"-verb-ca
"bet"-verb-en "apostar"-verb-ca
"betting"-noun-en "aposta"-noun-ca
"biamperometry"-noun-en "biamperometria"-noun-ca
"bias"-verb-en "predisposar"-verb-ca
"bibliometrics"-noun-en "bibliometria"-noun-ca
"bid"-verb-en "licitar"-verb-ca
"big bang"-noun-en "big bang"-noun-ca
"billet"-verb-en "allotjar"-verb-ca
"bill"-verb-en "enunciar"-verb-ca
"binding"-adjective-en "obligatori"-adjective-ca
"bioclimatology"-noun-en "bioclimatologia"-noun-ca
"bioenergetics"-noun-en "bioenergètica"-noun-ca
"bioethics"-noun-en "bioètica"-noun-ca
"biometeorology"-noun-en "biometeorologia"-noun-ca
"biometrics"-noun-en "biometria"-noun-ca
"biopsychology"-noun-en "biopsicologia"-noun-ca
"bioregulation"-noun-en "bioregulació"-noun-ca
"BIOS"-noun-en "BIOS"-noun-ca
"biostasy"-noun-en "biostàsia"-noun-ca
"bird flu"-noun-en "grip aviària"-noun-ca
"bite"-verb-en "mossegar"-verb-ca
"blame"-verb-en "culpar"-verb-ca
"blast"-verb-en "atacar"-verb-ca
"blast"-verb-en "volar"-verb-ca
"blastulation"-noun-en "blastulació"-noun-ca
"bleach"-verb-en "blanquejar"-verb-ca
"blemish"-verb-en "tacar"-verb-ca
"blend"-verb-en "barrejar"-verb-ca
"blend"-verb-en "mesclar"-verb-ca
"blight"-verb-en "infestar"-verb-ca
"blockade"-verb-en "bloquejar"-verb-ca
"block"-verb-en "blocar"-verb-ca
"block"-verb-en "bloquejar"-verb-ca
"blog"-verb-en "bloguejar"-verb-ca
"blood"-adjective-en "sanguini"-adjective-ca
"blood"-adjective-en "fer olorar la sang"-verb-ca
"blood"-verb-en "sanguini"-adjective-ca
"blood"-verb-en "fer olorar la sang"-verb-ca
"blow"-verb-en "bufar"-verb-ca
"board"-verb-en "entaular"-verb-ca
"Bolivian"-adjective-en "bolivià"-adjective-ca
"bolt"-verb-en "collar"-verb-ca
"bolt"-verb-en "empernar"-verb-ca
"bombard"-verb-en "bombardar"-verb-ca
"bomber"-adjective-en "bombarder"-adjective-ca
"bomb"-verb-en "bombardejar"-verb-ca
"bond"-verb-en "enganxar"-verb-ca
"book"-verb-en "reservar"-verb-ca
"boom"-verb-en "explotar"-verb-ca
"boost"-verb-en "augmentar"-verb-ca
"boost"-verb-en "estimular"-verb-ca
"boost"-verb-en "fomentar"-verb-ca
"boot"-verb-en "xutar"-verb-ca
"border"-adjective-en "fronterer"-adjective-ca
"border"-adjective-en "limitar"-verb-ca
"border"-verb-en "fronterer"-adjective-ca
"border"-verb-en "limitar"-verb-ca
"bore"-verb-en "avorrir"-verb-ca
"boring"-adjective-en "avorrit"-adjective-ca
"bottle"-verb-en "embotellar"-verb-ca
"bourgeois"-adjective-en "burgès"-adjective-ca
"bow"-verb-en "acatxar"-verb-ca
"bow"-verb-en "ajupir"-verb-ca
"bow"-verb-en "inclinar"-verb-ca
"box"-verb-en "boxejar"-verb-ca
"boycott"-verb-en "boicotejar"-verb-ca
"brachycrany"-noun-en "braquicrània"-noun-ca
"braille"-noun-en "braille"-noun-ca
"brake"-verb-en "frenar"-verb-ca
"brand"-verb-en "marcar"-verb-ca
"Brazilian"-adjective-en "brasiler"-adjective-ca
"breach"-verb-en "incomplir"-verb-ca
"break"-verb-en "fallir"-verb-ca
"break"-verb-en "fer fallida"-verb-ca
"break"-verb-en "incomplir"-verb-ca
"break"-verb-en "trencar"-verb-ca
"breed"-verb-en "criar"-verb-ca
"bridge"-verb-en "abarcar"-verb-ca
"brief"-verb-en "informar"-verb-ca
"brine"-noun-en "salmorra"-noun-ca
"British"-adjective-en "britànic"-adjective-ca
"broadcast"-verb-en "retransmetre"-verb-ca
"broker"-verb-en "negociar"-verb-ca
"bromatometry"-noun-en "bromatometria"-noun-ca
"bronze"-verb-en "bronzejar"-verb-ca
"bruise"-verb-en "magolar"-verb-ca
"brush"-verb-en "fregar"-verb-ca
"brush"-verb-en "raspallar"-verb-ca
"bubble"-verb-en "borbollejar"-verb-ca
"build"-verb-en "bastir"-verb-ca
"build"-verb-en "construir"-verb-ca
"Bulgarian"-adjective-en "búlgar"-adjective-ca
"bullfighting"-adjective-en "taurí"-adjective-ca
"bump"-verb-en "xocar"-verb-ca
"bundle"-verb-en "empaquetar"-verb-ca
"burden"-verb-en "carregar"-verb-ca
"Burmese"-adjective-en "birmà"-adjective-ca
"burn"-verb-en "abrasar"-verb-ca
"burn"-verb-en "cremar"-verb-ca
"burst"-verb-en "irrompre"-verb-ca
"burst"-verb-en "esclatar"-verb-ca
"burst"-verb-en "petar"-verb-ca
"Byelorussian"-adjective-en "bielorús"-adjective-ca
"bypass"-verb-en "circumval·lar"-verb-ca
"caesium"-noun-en "cesi"-noun-ca
"callipers"-noun-en "peu de rei"-noun-ca
"call"-verb-en "anomenar"-verb-ca
"call"-verb-en "cognomenar"-verb-ca
"call"-verb-en "cridar"-verb-ca
"call"-verb-en "trucar"-verb-ca
"calm"-verb-en "serè"-adjective-ca
"calm"-verb-en "calmar"-verb-ca
"Cameroonian"-adjective-en "camerunès"-adjective-ca
"campaign"-verb-en "fer campanya"-verb-ca
"camp"-verb-en "acampar"-verb-ca
"Canadian"-adjective-en "canadenc"-adjective-ca
"Canarian"-adjective-en "canari"-adjective-ca
"can"-verb-en "enllaunar"-verb-ca
"capital"-adjective-en "majúscul"-adjective-ca
"cap"-verb-en "limitar"-verb-ca
"captain"-verb-en "capitanejar"-verb-ca
"captive"-adjective-en "captiu"-adjective-ca
"capture"-verb-en "captar"-verb-ca
"capture"-verb-en "capturar"-verb-ca
"carbonate"-verb-en "carbonatar"-verb-ca
"carbon dioxide"-noun-en "diòxid de carboni"-noun-ca
"carbonitriding"-noun-en "carbonitruració"-noun-ca
"caricature"-verb-en "caricaturar"-verb-ca
"caricature"-verb-en "caricaturitzar"-verb-ca
"carpet"-verb-en "encatifar"-verb-ca
"carrier"-adjective-en "carregador"-adjective-ca
"car"-adjective-en "automobilístic"-adjective-ca
"cartometry"-noun-en "cartometria"-noun-ca
"cash"-noun-en "efectiu"-noun-ca
"cash"-noun-en "diner efectiu"-noun-ca
"Castroan"-adjective-en "castrenyo"-adjective-ca
"cast"-verb-en "llançar"-verb-ca
"Catalan"-adjective-en "català"-adjective-ca
"catalogue"-verb-en "catalogar"-verb-ca
"catapult"-verb-en "catapultar"-verb-ca
"Catholic"-adjective-en "catòlic"-adjective-ca
"cause"-verb-en "causar"-verb-ca
"cause"-verb-en "provocar"-verb-ca
"caution"-verb-en "advertir"-verb-ca
"CDC"-noun-en "CDC"-noun-ca
"CDMA"-noun-en "CDMA"-noun-ca
"CDU"-noun-en "CDU"-noun-ca
"cement"-verb-en "consolidar"-verb-ca
"centre"-verb-en "centrar"-verb-ca
"centrifuge"-verb-en "centrifugar"-verb-ca
"ceramic"-adjective-en "ceràmic"-adjective-ca
"ceramics"-noun-en "ceràmica"-noun-ca
"chain"-verb-en "encadenar"-verb-ca
"chair"-verb-en "presidir"-verb-ca
"challenge"-verb-en "desafiar"-verb-ca
"champion"-verb-en "abanderar"-verb-ca
"champion"-verb-en "defensar"-verb-ca
"change"-verb-en "baratar"-verb-ca
"change"-verb-en "canviar"-verb-ca
"change"-verb-en "capgirar"-verb-ca
"channel"-verb-en "canalitzar"-verb-ca
"characteristic"-adjective-en "característic"-adjective-ca
"charge"-verb-en "cobrar"-verb-ca
"charge"-verb-en "envestir"-verb-ca
"charter"-verb-en "llogar"-verb-ca
"chart"-verb-en "gràfic"-adjective-ca
"chart"-verb-en "traçar"-verb-ca
"chase"-verb-en "empaitar"-verb-ca
"chase"-verb-en "perseguir"-verb-ca
"chat"-verb-en "xarrar"-verb-ca
"chat"-verb-en "xerrar"-verb-ca
"cheat"-verb-en "enganyar"-verb-ca
"checkmate"-noun-en "escac i mat"-noun-ca
"check"-verb-en "comprovar"-verb-ca
"cheluviation"-noun-en "quelivació"-noun-ca
"chemical"-adjective-en "químic"-adjective-ca
"chemi-ionisation"-noun-en "quimioionització"-noun-ca
"chemometrics"-noun-en "quimiometria"-noun-ca
"childcare"-noun-en "guarderia"-noun-ca
"Chilean"-adjective-en "xilè"-adjective-ca
"Chinese"-adjective-en "xinès"-adjective-ca
"choke"-verb-en "obturar"-verb-ca
"chop"-verb-en "tallar"-verb-ca
"Christian"-adjective-en "cristià"-adjective-ca
"chromatopolarography"-noun-en "cromatopolarografia"-noun-ca
"chrome"-verb-en "cromar"-verb-ca
"chromisation"-noun-en "cromització"-noun-ca
"chronicle"-verb-en "relatar"-verb-ca
"chronocoulometry"-noun-en "cronocoulombimetria"-noun-ca
"chronopotentiometry"-noun-en "cronopotenciometria"-noun-ca
"chuck"-verb-en "tirar"-verb-ca
"churn"-verb-en "agitar"-verb-ca
"citizen"-adjective-en "ciutadà"-adjective-ca
"citrus"-adjective-en "cítric"-adjective-ca
"CiU"-noun-en "CiU"-noun-ca
"claim"-verb-en "afirmar"-verb-ca
"claim"-verb-en "al·legar"-verb-ca
"claim"-verb-en "reclamar"-verb-ca
"claim"-verb-en "reivindicar"-verb-ca
"clash"-verb-en "enfrontar"-verb-ca
"clash"-verb-en "xocar"-verb-ca
"classic"-adjective-en "clàssic"-adjective-ca
"class"-verb-en "classificar"-verb-ca
"cleansing"-adjective-en "netejador"-adjective-ca
"click"-verb-en "fer clic"-verb-ca
"clinodactyly"-noun-en "clinodactília"-noun-ca
"clone"-verb-en "clonar"-verb-ca
"clothes"-noun-en "roba"-noun-ca
"clothes"-noun-en "vestimenta"-noun-ca
"cloth"-noun-en "roba"-noun-ca
"Cl-"-noun-en "Cl-"-noun-ca
"clutch"-verb-en "aferrar"-verb-ca
"cm"-noun-en "cm"-noun-ca
"CO 2"-noun-en "CO₂"-noun-ca
"CO2"-noun-en "CO₂"-noun-ca
"coach"-verb-en "entrenar"-verb-ca
"coat"-verb-en "cobrir"-verb-ca
"cochromatography"-noun-en "cocromatografia"-noun-ca
"code"-verb-en "codificar"-verb-ca
"codisposal"-noun-en "codeposició"-noun-ca
"coil"-verb-en "enrotllar"-verb-ca
"coin"-verb-en "encunyar"-verb-ca
"collapse"-verb-en "col·lapsar"-verb-ca
"collapse"-verb-en "desplomar"-verb-ca
"college"-adjective-en "universitari"-adjective-ca
"collegiate"-adjective-en "col·legiat"-adjective-ca
"Colombian"-adjective-en "colombià"-adjective-ca
"colour"-verb-en "pintar"-verb-ca
"Columbian"-adjective-en "colombià"-adjective-ca
"Columbian"-adjective-en "colombí"-adjective-ca
"combat"-verb-en "combatre"-verb-ca
"combinatorics"-noun-en "combinatòria"-noun-ca
"comfort"-verb-en "consolar"-verb-ca
"command"-verb-en "manar"-verb-ca
"commentary"-noun-en "comentari"-noun-ca
"comment"-verb-en "comentar"-verb-ca
"commission"-verb-en "encarregar"-verb-ca
"community"-adjective-en "col·lectiu"-adjective-ca
"community"-adjective-en "comunitari"-adjective-ca
"complexometry"-noun-en "complexometria"-noun-ca
"complex"-adjective-en "complex"-adjective-ca
"compound"-adjective-en "compost"-adjective-ca
"compound"-adjective-en "calcular"-verb-ca
"compound"-verb-en "compost"-adjective-ca
"compound"-verb-en "calcular"-verb-ca
"computer"-adjective-en "informàtic"-adjective-ca
"concern"-verb-en "concernir"-verb-ca
"concern"-verb-en "preocupar"-verb-ca
"concrete"-adjective-en "concret"-adjective-ca
"condition"-verb-en "condicionar"-verb-ca
"conductometry"-noun-en "conductometria"-noun-ca
"conduct"-verb-en "conduir"-verb-ca
"conduct"-verb-en "dirigir"-verb-ca
"conferencing"-noun-en "audioconferència"-noun-ca
"conflict"-verb-en "discrepar"-verb-ca
"conflict"-verb-en "xocar"-verb-ca
"Congolese"-adjective-en "congolès"-adjective-ca
"conjecture"-verb-en "especular"-verb-ca
"consent"-verb-en "consentir"-verb-ca
"conservative"-adjective-en "conservador"-adjective-ca
"contact"-verb-en "contactar"-verb-ca
"content"-verb-en "acontentar"-verb-ca
"contest"-verb-en "disputar"-verb-ca
"context-based machine translation"-noun-en "traducció automàtica basada en el context"-noun-ca
"contraceptive"-adjective-en "anticonceptiu"-adjective-ca
"contract"-verb-en "contreure"-verb-ca
"contrast"-verb-en "contrastar"-verb-ca
"control"-verb-en "controlar"-verb-ca
"convict"-verb-en "condemnar"-verb-ca
"cook"-verb-en "cuinar"-verb-ca
"cook"-verb-en "guisar"-verb-ca
"cooperative"-adjective-en "cooperatiu"-adjective-ca
"coordinate"-verb-en "coordinar"-verb-ca
"copper"-adjective-en "coure"-verb-ca
"copper"-adjective-en "rogenc"-adjective-ca
"coprime"-adjective-en "coprimer"-adjective-ca
"copyright"-verb-en "registrar els drets d'autor"-verb-ca
"copy"-verb-en "copiar"-verb-ca
"corner"-verb-en "acorralar"-verb-ca
"corpus-based machine translation"-noun-en "traducció automàtica basada en corpus"-noun-ca
"cosmetic"-adjective-en "cosmètic"-adjective-ca
"cost"-verb-en "costar"-verb-ca
"cost"-verb-en "valer"-verb-ca
"coughing"-noun-en "tos"-noun-ca
"counsel"-verb-en "aconsellar"-verb-ca
"counter"-verb-en "contraatacar"-verb-ca
"counter"-verb-en "contrarestar"-verb-ca
"count"-verb-en "comptar"-verb-ca
"count"-verb-en "contar"-verb-ca
"count"-verb-en "explicar"-verb-ca
"couple"-verb-en "acoblar"-verb-ca
"court"-verb-en "cortejar"-verb-ca
"cover"-verb-en "cobrir"-verb-ca
"cover"-verb-en "colgar"-verb-ca
"cover"-verb-en "tapar"-verb-ca
"crackdown"-noun-en "mà dura"-noun-ca
"crack"-verb-en "clivellar"-verb-ca
"crack"-verb-en "esquerdar"-verb-ca
"craft"-verb-en "confeccionar"-verb-ca
"crash"-verb-en "estavellar"-verb-ca
"crash"-verb-en "xocar"-verb-ca
"credit"-verb-en "abonar"-verb-ca
"creole"-adjective-en "crioll"-adjective-ca
"criminal"-adjective-en "delictiu"-adjective-ca
"crinophagy"-noun-en "crinofàgia"-noun-ca
"cripple"-verb-en "desbaratar"-verb-ca
"cripple"-verb-en "esguerrar"-verb-ca
"cripple"-verb-en "espatllar"-verb-ca
"cripple"-verb-en "paralitzar"-verb-ca
"critique"-verb-en "criticar"-verb-ca
"Croatian"-adjective-en "croat"-adjective-ca
"crop"-verb-en "tallar"-verb-ca
"cross"-verb-en "creuar"-verb-ca
"cross"-verb-en "encreuar"-verb-ca
"cross"-verb-en "travessar"-verb-ca
"crossword"-noun-en "mots encreuats"-noun-ca
"crowd"-verb-en "omplir"-verb-ca
"crown"-verb-en "coronar"-verb-ca
"cruet"-noun-en "setrilleres"-noun-ca
"cruise"-verb-en "navegar"-verb-ca
"cry"-verb-en "cridar"-verb-ca
"cry"-verb-en "plorar"-verb-ca
"CSMA/CA"-noun-en "CSMA/CA"-noun-ca
"CSMA/CD"-noun-en "CSMA/CD"-noun-ca
"CSMA"-noun-en "CSMA"-noun-ca
"ČSSD"-noun-en "ČSSD"-noun-ca
"ČTK"-noun-en "ČTK"-noun-ca
"culture"-verb-en "cultivar"-verb-ca
"cunning"-adjective-en "astut"-adjective-ca
"cure"-verb-en "curar"-verb-ca
"cure"-verb-en "guarir"-verb-ca
"curium"-noun-en "curi"-noun-ca
"current"-adjective-en "en curs"-adjective-ca
"curse"-verb-en "maleir"-verb-ca
"cursive"-adjective-en "cursiu"-adjective-ca
"curve"-verb-en "torçar"-verb-ca
"curve"-verb-en "tòrcer"-verb-ca
"cushion"-verb-en "embuatar"-verb-ca
"cushion"-verb-en "esmorteir"-verb-ca
"custom"-adjective-en "fet per encàrrec"-adjective-ca
"customs"-noun-en "duana"-noun-ca
"cutinisation"-noun-en "cutinització"-noun-ca
"cut"-verb-en "tallar"-verb-ca
"cutter"-noun-en "guardacostes"-noun-ca
"cutting"-adjective-en "taxatiu"-adjective-ca
"cybernetics"-noun-en "cibernètica"-noun-ca
"cymbal"-noun-en "platerets"-noun-ca
"cytogenetics"-noun-en "citogenètica"-noun-ca
"cytology"-noun-en "citologia"-noun-ca
"Czech"-adjective-en "txec"-adjective-ca
"dactyloscopy"-noun-en "dactiloscòpia"-noun-ca
"damage"-verb-en "avariar"-verb-ca
"damage"-verb-en "danyar"-verb-ca
"damascene"-verb-en "damasquinar"-verb-ca
"dance"-verb-en "ballar"-verb-ca
"dangerousness"-noun-en "perillositat"-noun-ca
"Danish"-adjective-en "danès"-adjective-ca
"dash"-noun-en "polsim"-noun-ca
"date"-verb-en "datar"-verb-ca
"DBMS"-noun-en "SGBD"-noun-ca
"deal"-verb-en "tractar"-verb-ca
"debate"-verb-en "debatre"-verb-ca
"debit"-verb-en "carregar"-verb-ca
"debit"-verb-en "reprovar"-verb-ca
"debris"-noun-en "resta"-noun-ca
"debut"-verb-en "debutar"-verb-ca
"deceased"-adjective-en "difunt"-adjective-ca
"decease"-noun-en "decés"-noun-ca
"decline"-verb-en "declinar"-verb-ca
"decoder"-adjective-en "descodificador"-adjective-ca
"decrease"-verb-en "reduir"-verb-ca
"decree"-verb-en "decretar"-verb-ca
"defeat"-verb-en "derrotar"-verb-ca
"defect"-verb-en "desertar"-verb-ca
"delay"-verb-en "retardar"-verb-ca
"delegate"-verb-en "delegar"-verb-ca
"delight"-verb-en "encantar"-verb-ca
"demand"-verb-en "exigir"-verb-ca
"demand"-verb-en "reclamar"-verb-ca
"dendrochronology"-noun-en "dendrocronologia"-noun-ca
"densimetry"-noun-en "densimetria"-noun-ca
"dent"-verb-en "abonyegar"-verb-ca
"dephosphorisation"-noun-en "desfosforació"-noun-ca
"deposit"-verb-en "dipositar"-verb-ca
"derivative"-adjective-en "derivat"-adjective-ca
"derusting"-noun-en "desoxidació"-noun-ca
"descendant"-noun-en "descendència"-noun-ca
