"qualque"-determiner-oc "algun"-determiner-ca
"embe"-preposition-oc "amb"-preposition-ca
"emb"-preposition-oc "amb"-preposition-ca
"damb"-preposition-oc "amb"-preposition-ca
"dab"-preposition-oc "amb"-preposition-ca
"ambe"-preposition-oc "amb"-preposition-ca
"amb"-preposition-oc "amb"-preposition-ca
"cap a"-preposition-ca "devèrs"-preposition-oc
"devèrs"-preposition-oc "cap a"-preposition-ca
"envers"-preposition-ca "envèrs"-preposition-oc
"envèrs"-preposition-oc "envers"-preposition-ca
"sus"-preposition-oc "sobre"-preposition-ca
"sus"-preposition-oc "damunt"-preposition-ca
"sobre"-preposition-ca "sus"-preposition-oc
"sobre"-preposition-ca "dessús de"-preposition-oc
"sobre"-preposition-ca "demont de"-preposition-oc
"damunt"-preposition-ca "sus"-preposition-oc
"dins"-preposition-oc "dins"-preposition-ca
"dins"-preposition-ca "dins"-preposition-oc
"dessús de"-preposition-oc "sobre"-preposition-ca
"demont de"-preposition-oc "sobre"-preposition-ca
"des de"-preposition-ca "despuòi"-preposition-oc
"des de"-preposition-ca "despuèi"-preposition-oc
"des de"-preposition-ca "desespuèi"-preposition-oc
"des de"-preposition-ca "desempuèi"-preposition-oc
"des de"-preposition-ca "dempuòi"-preposition-oc
"des de"-preposition-ca "dempuèi"-preposition-oc
"despuòi"-preposition-oc "des de"-preposition-ca
"despuèi"-preposition-oc "des de"-preposition-ca
"desespuèi"-preposition-oc "des de"-preposition-ca
"desempuèi"-preposition-oc "des de"-preposition-ca
"dempuòi"-preposition-oc "des de"-preposition-ca
"dempuèi"-preposition-oc "des de"-preposition-ca
"en mai de"-preposition-oc "a més de"-preposition-ca
"a més de"-preposition-ca "en mai de"-preposition-oc
"per"-preposition-ca "entà"-preposition-oc
"per"-preposition-ca "enta"-preposition-oc
"per"-preposition-ca "tà"-preposition-oc
"entà"-preposition-oc "per"-preposition-ca
"entà"-preposition-oc "per a"-preposition-ca
"enta"-preposition-oc "per"-preposition-ca
"tà"-preposition-oc "per"-preposition-ca
"per"-preposition-oc "per a"-preposition-ca
"per a"-preposition-ca "entà"-preposition-oc
"per a"-preposition-ca "per"-preposition-oc
"per a"-preposition-ca "per a"-preposition-oc
"per a"-preposition-ca "entad"-preposition-oc
"per a"-preposition-oc "per a"-preposition-ca
"entad"-preposition-oc "per a"-preposition-ca
"a travèrs de"-preposition-oc "a través de"-preposition-ca
"a través de"-preposition-ca "a travèrs de"-preposition-oc
"a través de"-preposition-ca "a trauèrs de"-preposition-oc
"a trauèrs de"-preposition-oc "a través de"-preposition-ca
"durant"-preposition-ca "pendent"-preposition-oc
"pendent"-preposition-oc "durant"-preposition-ca
"quant a"-preposition-ca "en çò que tanh a"-preposition-oc
"en çò que tanh a"-preposition-oc "quant a"-preposition-ca
"pel que fa a"-preposition-ca "entad aiçò qu'ei a"-preposition-oc
"pel que fa a"-preposition-ca "entad açò qu'ei a"-preposition-oc
"pel que fa a"-preposition-ca "en çò que hè a"-preposition-oc
"pel que fa a"-preposition-ca "en çò que toque a"-preposition-oc
"pel que fa a"-preposition-ca "en çò que fa a"-preposition-oc
"entad aiçò qu'ei a"-preposition-oc "pel que fa a"-preposition-ca
"entad açò qu'ei a"-preposition-oc "pel que fa a"-preposition-ca
"en çò que hè a"-preposition-oc "pel que fa a"-preposition-ca
"en çò que toque a"-preposition-oc "pel que fa a"-preposition-ca
"en çò que fa a"-preposition-oc "pel que fa a"-preposition-ca
"sota"-preposition-oc "sota"-preposition-ca
"sota"-preposition-ca "sota"-preposition-oc
"sota"-preposition-ca "jos"-preposition-oc
"jos"-preposition-oc "sota"-preposition-ca
"sense"-preposition-ca "sens"-preposition-oc
"sens"-preposition-oc "sense"-preposition-ca
"entre"-preposition-ca "demest"-preposition-oc
"entre"-preposition-ca "enter"-preposition-oc
"demest"-preposition-oc "entre"-preposition-ca
"enter"-preposition-oc "entre"-preposition-ca
"còntra"-preposition-oc "contra"-preposition-ca
"contra"-preposition-ca "còntra"-preposition-oc
"en escambi de"-preposition-oc "a canvi de"-preposition-ca
"a canvi de"-preposition-ca "en escambi de"-preposition-oc
"davant de"-preposition-ca "davant"-preposition-oc
"davant"-preposition-oc "davant de"-preposition-ca
"davant"-preposition-oc "davant"-preposition-ca
"davant"-preposition-ca "davant"-preposition-oc
"davant"-preposition-ca "devant"-preposition-oc
"devant"-preposition-oc "davant"-preposition-ca
"brun"-adjective-oc "bru"-adjective-ca
"bru"-adjective-ca "brun"-adjective-oc
"perfilar"-verb-oc "perfilar"-verb-ca
"perfilar"-verb-ca "perfilar"-verb-oc
"lúder"-verb-oc "brillar"-verb-ca
"brillar"-verb-ca "lúder"-verb-oc
"brillar"-verb-ca "ludrejar"-verb-oc
"brillar"-verb-ca "escandilhar"-verb-oc
"brillar"-verb-ca "brilhar"-verb-oc
"ludrejar"-verb-oc "brillar"-verb-ca
"escandilhar"-verb-oc "brillar"-verb-ca
"brilhar"-verb-oc "brillar"-verb-ca
"illuminar"-verb-oc "il·luminar"-verb-ca
"il·luminar"-verb-ca "illuminar"-verb-oc
"legar"-verb-oc "llegar"-verb-ca
"llegar"-verb-ca "legar"-verb-oc
"reafirmar"-verb-oc "reafirmar"-verb-ca
"reafirmar"-verb-ca "reafirmar"-verb-oc
"intermediari"-adjective-ca "intermediari"-adjective-oc
"intermediari"-adjective-oc "intermediari"-adjective-ca
"intermediari"-adjective-oc "intermedi"-adjective-ca
"intermedi"-adjective-ca "intermediari"-adjective-oc
"mejan"-adjective-oc "mitjà"-adjective-ca
"mitjà"-adjective-ca "mejan"-adjective-oc
"impotent"-adjective-oc "impotent"-adjective-ca
"impotent"-adjective-ca "impotent"-adjective-oc
"imminent"-adjective-oc "imminent"-adjective-ca
"imminent"-adjective-ca "imminent"-adjective-oc
"aerian"-adjective-oc "aeri"-adjective-ca
"aeri"-adjective-ca "aerian"-adjective-oc
"ironic"-adjective-oc "irònic"-adjective-ca
"irònic"-adjective-ca "ironic"-adjective-oc
"comprensible"-adjective-oc "comprensible"-adjective-ca
"comprensible"-adjective-ca "comprensible"-adjective-oc
"amistós"-adjective-oc "amistós"-adjective-ca
"amistós"-adjective-ca "amistós"-adjective-oc
"omològ"-adjective-oc "homòleg"-adjective-ca
"homòleg"-adjective-ca "omològ"-adjective-oc
"competent"-adjective-oc "competent"-adjective-ca
"competent"-adjective-ca "competent"-adjective-oc
"capaç"-adjective-ca "capable"-adjective-oc
"capable"-adjective-oc "capaç"-adjective-ca
"perfècte"-adjective-oc "perfecte"-adjective-ca
"perfecte"-adjective-ca "perfècte"-adjective-oc
"perfecte"-adjective-ca "perfièit"-adjective-oc
"perfecte"-adjective-ca "perfièch"-adjective-oc
"perfièit"-adjective-oc "perfecte"-adjective-ca
"perfièch"-adjective-oc "perfecte"-adjective-ca
"sautar"-verb-oc "botar"-verb-ca
"sautar"-verb-oc "saltar"-verb-ca
"botar"-verb-ca "sautar"-verb-oc
"saltar"-verb-ca "sautar"-verb-oc
"conéisher"-verb-oc "conèixer"-verb-ca
"conèixer"-verb-ca "conéisher"-verb-oc
"conèixer"-verb-ca "conéisser"-verb-oc
"conéisser"-verb-oc "conèixer"-verb-ca
"vantar"-verb-oc "lloar"-verb-ca
"lloar"-verb-ca "vantar"-verb-oc
"inventoriar"-verb-oc "inventariar"-verb-ca
"inventariar"-verb-ca "inventoriar"-verb-oc
"bromejar"-verb-ca "badinar"-verb-oc
"badinar"-verb-oc "bromejar"-verb-ca
"dimitir"-verb-ca "demissionar"-verb-oc
"demissionar"-verb-oc "dimitir"-verb-ca
"guastar"-verb-oc "avortar"-verb-ca
"avortar"-verb-ca "guastar"-verb-oc
"pregar"-verb-oc "resar"-verb-ca
"resar"-verb-ca "pregar"-verb-oc
"inspirar"-verb-oc "inspirar"-verb-ca
"inspirar"-verb-ca "inspirar"-verb-oc
"bombardar"-verb-oc "bombardejar"-verb-ca
"bombardejar"-verb-ca "bombardar"-verb-oc
"fresc"-adjective-oc "fresc"-adjective-ca
"fresc"-adjective-ca "fresc"-adjective-oc
"civil"-adjective-oc "civil"-adjective-ca
"civil"-adjective-ca "civil"-adjective-oc
"caracteritzar"-verb-ca "caracterizar"-verb-oc
"caracterizar"-verb-oc "caracteritzar"-verb-ca
"aconsellar"-verb-ca "aconselhar"-verb-oc
"aconselhar"-verb-oc "aconsellar"-verb-ca
"aconselhar"-verb-oc "assessorar"-verb-ca
"assessorar"-verb-ca "aconselhar"-verb-oc
"assessorar"-verb-ca "assessorar"-verb-oc
"assessorar"-verb-oc "assessorar"-verb-ca
"sancionar"-verb-oc "sancionar"-verb-ca
"sancionar"-verb-ca "sancionar"-verb-oc
"vendre"-verb-oc "vendre"-verb-ca
"vendre"-verb-ca "vendre"-verb-oc
"desbrembar"-verb-oc "oblidar"-verb-ca
"oblidar"-verb-ca "desbrembar"-verb-oc
"protestar"-verb-oc "protestar"-verb-ca
"protestar"-verb-ca "protestar"-verb-oc
"augurar"-verb-ca "augurar"-verb-oc
"augurar"-verb-oc "augurar"-verb-ca
"hóner"-verb-oc "fondre"-verb-ca
"fondre"-verb-ca "hóner"-verb-oc
"fondre"-verb-ca "fondre"-verb-oc
"fondre"-verb-oc "fondre"-verb-ca
"avançar"-verb-ca "auançar"-verb-oc
"avançar"-verb-ca "avançar"-verb-oc
"auançar"-verb-oc "avançar"-verb-ca
"avançar"-verb-oc "avançar"-verb-ca
"absoldre"-verb-ca "absòlver"-verb-oc
"absòlver"-verb-oc "absoldre"-verb-ca
"excusar"-verb-oc "excusar"-verb-ca
"excusar"-verb-ca "excusar"-verb-oc
"excusar"-verb-ca "desencusar"-verb-oc
"desencusar"-verb-oc "excusar"-verb-ca
"desencusar"-verb-oc "disculpar"-verb-ca
"disculpar"-verb-ca "desencusar"-verb-oc
"perdonar"-verb-oc "perdonar"-verb-ca
"perdonar"-verb-ca "perdonar"-verb-oc
"exclure"-verb-oc "excloure"-verb-ca
"excloure"-verb-ca "exclure"-verb-oc
"jutjar"-verb-oc "jutjar"-verb-ca
"jutjar"-verb-ca "jutjar"-verb-oc
"creir"-verb-oc "creure"-verb-ca
"creure"-verb-ca "creir"-verb-oc
"creure"-verb-ca "creire"-verb-oc
"creire"-verb-oc "creure"-verb-ca
"entrevistar"-verb-oc "entrevistar"-verb-ca
"entrevistar"-verb-ca "entrevistar"-verb-oc
"dialogar"-verb-oc "dialogar"-verb-ca
"dialogar"-verb-ca "dialogar"-verb-oc
"modelhoar"-verb-oc "acumular"-verb-ca
"acumular"-verb-ca "modelhoar"-verb-oc
"minjar"-verb-oc "menjar"-verb-ca
"menjar"-verb-ca "minjar"-verb-oc
"menjar"-verb-ca "manjar"-verb-oc
"manjar"-verb-oc "menjar"-verb-ca
"il·legalitzar"-verb-ca "illegalizar"-verb-oc
"illegalizar"-verb-oc "il·legalitzar"-verb-ca
"irregular"-adjective-oc "irregular"-adjective-ca
"irregular"-adjective-ca "irregular"-adjective-oc
"fidèu"-adjective-oc "fidel"-adjective-ca
"fidel"-adjective-ca "fidèu"-adjective-oc
"fidel"-adjective-ca "fisèl"-adjective-oc
"fidel"-adjective-ca "fidèl"-adjective-oc
"fisèl"-adjective-oc "fidel"-adjective-ca
"fidèl"-adjective-oc "fidel"-adjective-ca
"contemporanèu"-adjective-oc "contemporani"-adjective-ca
"contemporani"-adjective-ca "contemporanèu"-adjective-oc
"explicit"-adjective-oc "explícit"-adjective-ca
"explícit"-adjective-ca "explicit"-adjective-oc
"dramatic"-adjective-oc "dramàtic"-adjective-ca
"dramàtic"-adjective-ca "dramatic"-adjective-oc
"dinamic"-adjective-oc "dinàmic"-adjective-ca
"dinàmic"-adjective-ca "dinamic"-adjective-oc
"progressista"-adjective-oc "progressista"-adjective-ca
"progressista"-adjective-ca "progressista"-adjective-oc
"tranquil·litzar"-verb-ca "tranquillizar"-verb-oc
"tranquillizar"-verb-oc "tranquil·litzar"-verb-ca
"dolorós"-adjective-oc "dolorós"-adjective-ca
"dolorós"-adjective-ca "dolorós"-adjective-oc
"sospitar"-verb-ca "suspectar"-verb-oc
"sospitar"-verb-ca "sospitar"-verb-oc
"sospitar"-verb-ca "sospechar"-verb-oc
"suspectar"-verb-oc "sospitar"-verb-ca
"sospitar"-verb-oc "sospitar"-verb-ca
"sospechar"-verb-oc "sospitar"-verb-ca
"dreta"-noun-ca "dreita"-noun-oc
"dreta"-noun-ca "drecha"-noun-oc
"dreita"-noun-oc "dreta"-noun-ca
"drecha"-noun-oc "dreta"-noun-ca
"educacion"-noun-oc "educació"-noun-ca
"educació"-noun-ca "educacion"-noun-oc
"pedagogia"-noun-oc "pedagogia"-noun-ca
"pedagogia"-noun-ca "pedagogia"-noun-oc
"interpretacion"-noun-oc "interpretació"-noun-ca
"interpretació"-noun-ca "interpretacion"-noun-oc
"messa"-noun-oc "missa"-noun-ca
"missa"-noun-ca "messa"-noun-oc
"fotò"-noun-oc "foto"-noun-ca
"foto"-noun-ca "fotò"-noun-oc
"foto"-noun-ca "fòto"-noun-oc
"fòto"-noun-oc "foto"-noun-ca
"respècte"-noun-oc "respecte"-noun-ca
"respecte"-noun-ca "respècte"-noun-oc
"proa"-noun-oc "proa"-noun-ca
"proa"-noun-ca "proa"-noun-oc
"nostalgia"-noun-oc "nostàlgia"-noun-ca
"nostàlgia"-noun-ca "nostalgia"-noun-oc
"pincèl"-noun-oc "pinzell"-noun-ca
"pinzell"-noun-ca "pincèl"-noun-oc
"nas"-noun-oc "nas"-noun-ca
"nas"-noun-ca "nas"-noun-oc
"aròma"-noun-oc "aroma"-noun-ca
"aroma"-noun-ca "aròma"-noun-oc
"èrba"-noun-oc "herba"-noun-ca
"herba"-noun-ca "èrba"-noun-oc
"conviccion"-noun-oc "convicció"-noun-ca
"conviccion"-noun-oc "convenciment"-noun-ca
"convicció"-noun-ca "conviccion"-noun-oc
"convenciment"-noun-ca "conviccion"-noun-oc
"laurièr"-noun-oc "llorer"-noun-ca
"llorer"-noun-ca "laurièr"-noun-oc
"prestec"-noun-oc "préstec"-noun-ca
"préstec"-noun-ca "prestec"-noun-oc
"préstec"-noun-ca "prèst"-noun-oc
"prèst"-noun-oc "préstec"-noun-ca
"pressupòst"-noun-oc "pressupost"-noun-ca
"pressupost"-noun-ca "pressupòst"-noun-oc
"pressupost"-noun-ca "budgèt"-noun-oc
"budgèt"-noun-oc "pressupost"-noun-ca
"loteria"-noun-oc "loteria"-noun-ca
"loteria"-noun-ca "loteria"-noun-oc
"especulacion"-noun-oc "especulació"-noun-ca
"especulació"-noun-ca "especulacion"-noun-oc
"marqués"-noun-oc "marquès"-noun-ca
"marquès"-noun-ca "marqués"-noun-oc
"vendeire"-noun-oc "venedor"-noun-ca
"venedor"-noun-ca "vendeire"-noun-oc
"comerçant"-noun-oc "comerciant"-noun-ca
"comerciant"-noun-ca "comerçant"-noun-oc
"lac"-noun-oc "llac"-noun-ca
"llac"-noun-ca "lac"-noun-oc
"crim"-noun-oc "crim"-noun-ca
"crim"-noun-ca "crim"-noun-oc
"espleita"-noun-oc "explotació"-noun-ca
"explotació"-noun-ca "espleita"-noun-oc
"explotació"-noun-ca "explotacion"-noun-oc
"explotacion"-noun-oc "explotació"-noun-ca
"riquesa"-noun-ca "arriquesa"-noun-oc
"arriquesa"-noun-oc "riquesa"-noun-ca
"autopista"-noun-oc "autopista"-noun-ca
"autopista"-noun-ca "autopista"-noun-oc
"comissari"-noun-oc "comissari"-noun-ca
"comissari"-noun-ca "comissari"-noun-oc
"avesque"-noun-oc "bisbe"-noun-ca
"bisbe"-noun-ca "avesque"-noun-oc
"Romain"-properNoun-ca "Romain"-noun-oc
"Romain"-properNoun-ca "Romain"-properNoun-oc
"Romain"-noun-oc "Romain"-properNoun-ca
"Romain"-properNoun-oc "Romain"-properNoun-ca
"novel·la"-noun-ca "roman"-noun-oc
"roman"-noun-oc "novel·la"-noun-ca
"episòdi"-noun-oc "episodi"-noun-ca
"episodi"-noun-ca "episòdi"-noun-oc
"intimitat"-noun-oc "intimitat"-noun-ca
"intimitat"-noun-ca "intimitat"-noun-oc
"solei"-noun-oc "sol"-noun-ca
"sol"-noun-ca "solei"-noun-oc
"sol"-noun-ca "solelh"-noun-oc
"solelh"-noun-oc "sol"-noun-ca
"annada"-noun-oc "any"-noun-ca
"any"-noun-ca "annada"-noun-oc
"any"-noun-ca "an"-noun-oc
"an"-noun-oc "any"-noun-ca
"quasèrn"-noun-oc "quadern"-noun-ca
"quadern"-noun-ca "quasèrn"-noun-oc
"òrgan"-noun-ca "organ"-noun-oc
"organ"-noun-oc "òrgan"-noun-ca
"faccion"-noun-oc "facció"-noun-ca
"facció"-noun-ca "faccion"-noun-oc
"ussa"-noun-oc "cella"-noun-ca
"cella"-noun-ca "ussa"-noun-oc
"bevenda"-noun-oc "beguda"-noun-ca
"beguda"-noun-ca "bevenda"-noun-oc
"beguda"-noun-ca "beuenda"-noun-oc
"beguda"-noun-ca "beguda"-noun-oc
"beuenda"-noun-oc "beguda"-noun-ca
"beguda"-noun-oc "beguda"-noun-ca
"pistolet"-noun-oc "pistola"-noun-ca
"pistola"-noun-ca "pistolet"-noun-oc
"dròga"-noun-oc "droga"-noun-ca
"droga"-noun-ca "dròga"-noun-oc
"pastre"-noun-oc "pastor"-noun-ca
"pastor"-noun-ca "pastre"-noun-oc
"cat"-noun-oc "gat"-noun-ca
"gat"-noun-ca "cat"-noun-oc
"gat"-noun-ca "gat"-noun-oc
"gat"-noun-oc "gat"-noun-ca
"fàbrica"-noun-ca "usina"-noun-oc
"fàbrica"-noun-ca "fabrica"-noun-oc
"usina"-noun-oc "fàbrica"-noun-ca
"fabrica"-noun-oc "fàbrica"-noun-ca
"supermercat"-noun-oc "supermercat"-noun-ca
"supermercat"-noun-ca "supermercat"-noun-oc
"catastròfa"-noun-oc "catàstrofe"-noun-ca
"catàstrofe"-noun-ca "catastròfa"-noun-oc
"contaminacion"-noun-oc "contaminació"-noun-ca
"contaminació"-noun-ca "contaminacion"-noun-oc
"infeccion"-noun-oc "infecció"-noun-ca
"infecció"-noun-ca "infeccion"-noun-oc
"simplicitat"-noun-oc "simplicitat"-noun-ca
"simplicitat"-noun-ca "simplicitat"-noun-oc
"indiferéncia"-noun-oc "indiferència"-noun-ca
"indiferència"-noun-ca "indiferéncia"-noun-oc
"definicion"-noun-oc "definició"-noun-ca
"definició"-noun-ca "definicion"-noun-oc
"cul"-noun-ca "cuol"-noun-oc
"cul"-noun-ca "cu"-noun-oc
"cuol"-noun-oc "cul"-noun-ca
"cu"-noun-oc "cul"-noun-ca
"alternativa"-noun-oc "alternativa"-noun-ca
"alternativa"-noun-ca "alternativa"-noun-oc
"discrecion"-noun-oc "discreció"-noun-ca
"discreció"-noun-ca "discrecion"-noun-oc
"invenció"-noun-ca "invencion"-noun-oc
"invencion"-noun-oc "invenció"-noun-ca
"mite"-noun-oc "mite"-noun-ca
"mite"-noun-ca "mite"-noun-oc
"ficcion"-noun-oc "ficció"-noun-ca
"ficció"-noun-ca "ficcion"-noun-oc
"rainal"-noun-oc "guineu"-noun-ca
"guineu"-noun-ca "rainal"-noun-oc
"guineu"-noun-ca "guèine"-noun-oc
"guèine"-noun-oc "guineu"-noun-ca
"confeccion"-noun-oc "confecció"-noun-ca
"confecció"-noun-ca "confeccion"-noun-oc
"evolucion"-noun-oc "evolució"-noun-ca
"evolució"-noun-ca "evolucion"-noun-oc
"bandit"-noun-oc "bandit"-noun-ca
"bandit"-noun-ca "bandit"-noun-oc
"proporcion"-noun-oc "proporció"-noun-ca
"proporció"-noun-ca "proporcion"-noun-oc
"percepcion"-noun-oc "percepció"-noun-ca
"percepció"-noun-ca "percepcion"-noun-oc
"càncer"-noun-oc "càncer"-noun-ca
"càncer"-noun-ca "càncer"-noun-oc
"cortesiá"-noun-oc "cortesia"-noun-ca
"cortesia"-noun-ca "cortesiá"-noun-oc
"espion"-noun-oc "espia"-noun-ca
"espia"-noun-ca "espion"-noun-oc
"esparvièr"-noun-oc "esparver"-noun-ca
"esparver"-noun-ca "esparvièr"-noun-oc
"massacre"-noun-oc "massacre"-noun-ca
"massacre"-noun-ca "massacre"-noun-oc
"venjança"-noun-oc "venjança"-noun-ca
"venjança"-noun-ca "venjança"-noun-oc
"venjança"-noun-ca "resvenjadissa"-noun-oc
"resvenjadissa"-noun-oc "venjança"-noun-ca
"pòrta"-noun-oc "porta"-noun-ca
"porta"-noun-ca "pòrta"-noun-oc
"pavellon"-noun-oc "pavelló"-noun-ca
"pavelló"-noun-ca "pavellon"-noun-oc
"pavelló"-noun-ca "pabalhon"-noun-oc
"pabalhon"-noun-oc "pavelló"-noun-ca
"revolucion"-noun-oc "revolució"-noun-ca
"revolució"-noun-ca "revolucion"-noun-oc
"aprobacion"-noun-oc "aprovació"-noun-ca
"aprovació"-noun-ca "aprobacion"-noun-oc
"soldat"-noun-oc "soldat"-noun-ca
"soldat"-noun-ca "soldat"-noun-oc
"militar"-noun-oc "militar"-noun-ca
"militar"-noun-ca "militar"-noun-oc
"militant"-noun-oc "militant"-noun-ca
"militant"-noun-ca "militant"-noun-oc
"notari"-noun-oc "notari"-noun-ca
"notari"-noun-ca "notari"-noun-oc
"man"-noun-oc "mà"-noun-ca
"mà"-noun-ca "man"-noun-oc
"energia"-noun-ca "fortetat"-noun-oc
"fortetat"-noun-oc "energia"-noun-ca
"privilègi"-noun-oc "privilegi"-noun-ca
"privilegi"-noun-ca "privilègi"-noun-oc
"exili"-noun-oc "exili"-noun-ca
"exili"-noun-ca "exili"-noun-oc
"exili"-noun-ca "exilh"-noun-oc
"exilh"-noun-oc "exili"-noun-ca
"sistèma"-noun-oc "sistema"-noun-ca
"sistema"-noun-ca "sistèma"-noun-oc
"univèrs"-noun-oc "univers"-noun-ca
"univers"-noun-ca "univèrs"-noun-oc
"doctrina"-noun-oc "doctrina"-noun-ca
"doctrina"-noun-ca "doctrina"-noun-oc
"hèira"-noun-oc "fira"-noun-ca
"fira"-noun-ca "hèira"-noun-oc
"fira"-noun-ca "fira"-noun-oc
"fira"-noun-ca "fièira"-noun-oc
"fira"-noun-ca "fièra"-noun-oc
"fira"-noun-oc "fira"-noun-ca
"fièira"-noun-oc "fira"-noun-ca
"fièra"-noun-oc "fira"-noun-ca
"nuèit"-noun-oc "nit"-noun-ca
"nit"-noun-ca "nuèit"-noun-oc
"nit"-noun-ca "nuèch"-noun-oc
"nuèch"-noun-oc "nit"-noun-ca
"meddia"-noun-oc "migdia"-noun-ca
"migdia"-noun-ca "meddia"-noun-oc
"migdia"-noun-ca "miègjorn"-noun-oc
"miègjorn"-noun-oc "migdia"-noun-ca
"commemoracion"-noun-oc "commemoració"-noun-ca
"commemoració"-noun-ca "commemoracion"-noun-oc
"hestivau"-noun-oc "festival"-noun-ca
"festival"-noun-ca "hestivau"-noun-oc
"festival"-noun-ca "festival"-noun-oc
"festival"-noun-oc "festival"-noun-ca
"dia"-noun-ca "jorn"-noun-oc
"jorn"-noun-oc "dia"-noun-ca
"migracion"-noun-oc "migració"-noun-ca
"migració"-noun-ca "migracion"-noun-oc
"emigracion"-noun-oc "emigració"-noun-ca
"emigració"-noun-ca "emigracion"-noun-oc
"diplomacia"-noun-oc "diplomàcia"-noun-ca
"diplomàcia"-noun-ca "diplomacia"-noun-oc
"contiengut"-noun-oc "contingut"-noun-ca
"contingut"-noun-ca "contiengut"-noun-oc
"contingut"-noun-ca "contengut"-noun-oc
"contengut"-noun-oc "contingut"-noun-ca
"arbre"-noun-oc "arbre"-noun-ca
"arbre"-noun-ca "arbre"-noun-oc
"sintèsi"-noun-oc "síntesi"-noun-ca
"síntesi"-noun-ca "sintèsi"-noun-oc
"aliança"-noun-oc "aliança"-noun-ca
"aliança"-noun-ca "aliança"-noun-oc
"federacion"-noun-oc "federació"-noun-ca
"federació"-noun-ca "federacion"-noun-oc
"expansion"-noun-oc "expansió"-noun-ca
"expansió"-noun-ca "expansion"-noun-oc
"difusion"-noun-oc "difusió"-noun-ca
"difusió"-noun-ca "difusion"-noun-oc
"majoritat"-noun-oc "majoria"-noun-ca
"majoria"-noun-ca "majoritat"-noun-oc
"mandatari"-noun-oc "mandatari"-noun-ca
"mandatari"-noun-ca "mandatari"-noun-oc
"bala"-noun-oc "bala"-noun-ca
"bala"-noun-ca "bala"-noun-oc
"poësia"-noun-oc "poesia"-noun-ca
"poesia"-noun-ca "poësia"-noun-oc
"poèma"-noun-oc "poema"-noun-ca
"poema"-noun-ca "poèma"-noun-oc
"vèrs"-noun-oc "vers"-noun-ca
"vers"-noun-ca "vèrs"-noun-oc
"apostòl"-noun-oc "apòstol"-noun-ca
"apòstol"-noun-ca "apostòl"-noun-oc
"embut"-noun-oc "embut"-noun-ca
"embut"-noun-ca "embut"-noun-oc
"interferéncia"-noun-oc "interferència"-noun-ca
"interferència"-noun-ca "interferéncia"-noun-oc
"intervencion"-noun-oc "intervenció"-noun-ca
"intervenció"-noun-ca "intervencion"-noun-oc
"interpellacion"-noun-oc "interpel·lació"-noun-ca
"interpel·lació"-noun-ca "interpellacion"-noun-oc
"mediacion"-noun-oc "mediació"-noun-ca
"mediació"-noun-ca "mediacion"-noun-oc
"prediccion"-noun-oc "predicció"-noun-ca
