"pomoćan"-adjective-hbs "support"-adjective-eng
"određivati"-verb-hbs "designate"-verb-eng
"određivati"-verb-hbs "determine"-verb-eng
"oplakivati"-verb-hbs "mourn"-verb-eng
"otpisivati"-verb-hbs "discard"-verb-eng
"oštećivati"-verb-hbs "damage"-verb-eng
"potraživati"-verb-hbs "claim"-verb-eng
"pogubljivati"-verb-hbs "execute"-verb-eng
"darivati"-verb-hbs "gift"-verb-eng
"podarivati"-verb-hbs "gift"-verb-eng
"popisivati"-verb-hbs "write down"-verb-eng
"popisivati"-verb-hbs "list"-verb-eng
"skraćivati"-verb-hbs "shorten"-verb-eng
"zaduživati"-verb-hbs "indebt"-verb-eng
"zaleđivati"-verb-hbs "freeze"-verb-eng
"zasluživati"-verb-hbs "deserve"-verb-eng
"istiskivati"-verb-hbs "push out"-verb-eng
"istiskivati"-verb-hbs "squeeze"-verb-eng
"isključivati"-verb-hbs "exclude"-verb-eng
"isključivati"-verb-hbs "rule out"-verb-eng
"isključivati"-verb-hbs "turn off"-verb-eng
"okrunjivati"-verb-hbs "crown"-verb-eng
"nagrađivati"-verb-hbs "award"-verb-eng
"nasljeđivati"-verb-hbs "inherit"-verb-eng
"oporezivati"-verb-hbs "tax"-verb-eng
"oduživati"-verb-hbs "repay"-verb-eng
"opsluživati"-verb-hbs "service"-verb-eng
"opsluživati"-verb-hbs "tend"-verb-eng
"ostvarivati"-verb-hbs "achieve"-verb-eng
"odsluživati"-verb-hbs "serve"-verb-eng
"povređivati"-verb-hbs "hurt"-verb-eng
"podređivati"-verb-hbs "subordinate"-verb-eng
"posvećivati"-verb-hbs "consecrate"-verb-eng
"posvećivati"-verb-hbs "dedicate"-verb-eng
"posvećivati"-verb-hbs "devote"-verb-eng
"posluživati"-verb-hbs "serve"-verb-eng
"podrivati"-verb-hbs "undermine"-verb-eng
"potpaljivati"-verb-hbs "set fire"-verb-eng
"podcjenjivati"-verb-hbs "underestimate"-verb-eng
"prepisivati"-verb-hbs "copy"-verb-eng
"presušivati"-verb-hbs "dry up"-verb-eng
"presušivati"-verb-hbs "run dry"-verb-eng
"prebacivati"-verb-hbs "switch"-verb-eng
"prebacivati"-verb-hbs "transfer"-verb-eng
"prebacivati"-verb-hbs "tumble"-verb-eng
"prikazivati"-verb-hbs "display"-verb-eng
"prikazivati"-verb-hbs "show"-verb-eng
"prinuđivati"-verb-hbs "coerce"-verb-eng
"prinuđivati"-verb-hbs "force"-verb-eng
"pripisivati"-verb-hbs "attribute"-verb-eng
"pripisivati"-verb-hbs "credit"-verb-eng
"prijavljivati"-verb-hbs "apply"-verb-eng
"propisivati"-verb-hbs "prescribe"-verb-eng
"procurivati"-verb-hbs "leak"-verb-eng
"razgarati"-verb-hbs "kindle"-verb-eng
"razgorivati"-verb-hbs "kindle"-verb-eng
"razmjenjivati"-verb-hbs "exchange"-verb-eng
"raspisivati"-verb-hbs "offer"-verb-eng
"upoređivati"-verb-hbs "compare"-verb-eng
"uspoređivati"-verb-hbs "compare"-verb-eng
"zabilježivati"-verb-hbs "record"-verb-eng
"zabilježivati"-verb-hbs "write down"-verb-eng
"zanemarivati"-verb-hbs "ignore"-verb-eng
"zanemarivati"-verb-hbs "neglect"-verb-eng
"zarađivati"-verb-hbs "earn"-verb-eng
"zarađivati"-verb-hbs "make"-verb-eng
"privređivati"-verb-hbs "earn"-verb-eng
"učvršćivati"-verb-hbs "strengthen"-verb-eng
"iznenađivati"-verb-hbs "surprise"-verb-eng
"obrađivati"-verb-hbs "cover"-verb-eng
"obrađivati"-verb-hbs "cultivate"-verb-eng
"obrađivati"-verb-hbs "process"-verb-eng
"opozivati"-verb-hbs "call off"-verb-eng
"opozivati"-verb-hbs "revoke"-verb-eng
"pomlađivati"-verb-hbs "rejuvenate"-verb-eng
"pothranjivati"-verb-hbs "starve"-verb-eng
"zgotovljivati"-verb-hbs "finish"-verb-eng
"prizemljivati"-verb-hbs "land"-verb-eng
"priključivati"-verb-hbs "connect"-verb-eng
"prisluškivati"-verb-hbs "eavesdrop"-verb-eng
"obeštećivati"-verb-hbs "refund"-verb-eng
"preuređivati"-verb-hbs "redecorate"-verb-eng
"preispitivati"-verb-hbs "question"-verb-eng
"preispitivati"-verb-hbs "reassess"-verb-eng
"preispitivati"-verb-hbs "reexamine"-verb-eng
"prerađivati"-verb-hbs "process"-verb-eng
"razotkrivati"-verb-hbs "uncover"-verb-eng
"razotkrivati"-verb-hbs "unveil"-verb-eng
"razrađivati"-verb-hbs "develop"-verb-eng
"razrađivati"-verb-hbs "elaborate"-verb-eng
"razrađivati"-verb-hbs "work on"-verb-eng
"raspoloživati"-verb-hbs "cheer up"-verb-eng
"rasterećivati"-verb-hbs "unburden"-verb-eng
"rasterećivati"-verb-hbs "unload"-verb-eng
"doplaćivati"-verb-hbs "pay"-verb-eng
"isplaćivati"-verb-hbs "pay out"-verb-eng
"otplaćivati"-verb-hbs "pay off"-verb-eng
"naplaćivati"-verb-hbs "bill"-verb-eng
"naplaćivati"-verb-hbs "charge"-verb-eng
"dopisivati"-verb-hbs "correspond"-verb-eng
"dočekivati"-verb-hbs "meet"-verb-eng
"dočekivati"-verb-hbs "welcome"-verb-eng
"otpočivati"-verb-hbs "rest"-verb-eng
"predskazivati"-verb-hbs "predict"-verb-eng
"šivati"-verb-hbs "sew"-verb-eng
"osnaživati"-verb-hbs "empower"-verb-eng
"kazivati"-verb-hbs "say"-verb-eng
"izmučivati"-verb-hbs "torture"-verb-eng
"ushićivati"-verb-hbs "delight"-verb-eng
"diskutovati"-verb-hbs "discuss"-verb-eng
"kritikovati"-verb-hbs "criticize"-verb-eng
"kupovati"-verb-hbs "buy"-verb-eng
"naimenovati"-verb-hbs "appoint"-verb-eng
"naimenovati"-verb-hbs "name"-verb-eng
"imenovati"-verb-hbs "appoint"-verb-eng
"imenovati"-verb-hbs "name"-verb-eng
"organizovati"-verb-hbs "organise"-verb-eng
"posjedovati"-verb-hbs "possess"-verb-eng
"poštovati"-verb-hbs "respect"-verb-eng
"štovati"-verb-hbs "worship"-verb-eng
"učestvovati"-verb-hbs "take part"-verb-eng
"učestvovati"-verb-hbs "partake"-verb-eng
"sudjelovati"-verb-hbs "engage"-verb-eng
"sudjelovati"-verb-hbs "participate"-verb-eng
"djelovati"-verb-hbs "act"-verb-eng
"djelovati"-verb-hbs "work"-verb-eng
"dejstvovati"-verb-hbs "act"-verb-eng
"prisustvovati"-verb-hbs "attend"-verb-eng
"poslovati"-verb-hbs "operate"-verb-eng
"ratovati"-verb-hbs "war"-verb-eng
"mirovati"-verb-hbs "rest"-verb-eng
"njegovati"-verb-hbs "care"-verb-eng
"njegovati"-verb-hbs "nurse"-verb-eng
"rukovati"-verb-hbs "handle"-verb-eng
"rukovati"-verb-hbs "shake hands"-verb-eng
"silovati"-verb-hbs "rape"-verb-eng
"tugovati"-verb-hbs "grieve"-verb-eng
"tugovati"-verb-hbs "mourn"-verb-eng
"trgovati"-verb-hbs "trade"-verb-eng
"gladovati"-verb-hbs "starve"-verb-eng
"žrtvovati"-verb-hbs "sacrifice"-verb-eng
"nominovati"-verb-hbs "nominate"-verb-eng
"linčovati"-verb-hbs "lynch"-verb-eng
"školovati"-verb-hbs "educate"-verb-eng
"školovati"-verb-hbs "school"-verb-eng
"bolovati"-verb-hbs "suffer"-verb-eng
"nazadovati"-verb-hbs "deteriorate"-verb-eng
"nazadovati"-verb-hbs "regress"-verb-eng
"negodovati"-verb-hbs "protest"-verb-eng
"oblikovati"-verb-hbs "design"-verb-eng
"oblikovati"-verb-hbs "shape"-verb-eng
"obrazovati"-verb-hbs "educate"-verb-eng
"odlikovati"-verb-hbs "honour"-verb-eng
"pomilovati"-verb-hbs "amnesty"-verb-eng
"rizikovati"-verb-hbs "risk"-verb-eng
"savjetovati"-verb-hbs "advise"-verb-eng
"savjetovati"-verb-hbs "consult"-verb-eng
"savjetovati"-verb-hbs "counsel"-verb-eng
"strahovati"-verb-hbs "apprehend"-verb-eng
"strahovati"-verb-hbs "fear"-verb-eng
"napredovati"-verb-hbs "advance"-verb-eng
"razlikovati"-verb-hbs "differentiate"-verb-eng
"razlikovati"-verb-hbs "differ"-verb-eng
"čuvstvovati"-verb-hbs "feel"-verb-eng
"štrajkovati"-verb-hbs "be on strike"-verb-eng
"posredovati"-verb-hbs "mediate"-verb-eng
"posavjetovati"-verb-hbs "counsel"-verb-eng
"preimenovati"-verb-hbs "rename"-verb-eng
"gazdovati"-verb-hbs "boss"-verb-eng
"šefovati"-verb-hbs "boss"-verb-eng
"falsifikovati"-verb-hbs "forge"-verb-eng
"nakupovati"-verb-hbs "buy"-verb-eng
"povjerovati"-verb-hbs "believe"-verb-eng
"glasati"-verb-hbs "vote"-verb-eng
"definisati"-verb-hbs "define"-verb-eng
"potresati"-verb-hbs "shake"-verb-eng
"zapisati"-verb-hbs "write down"-verb-eng
"krunisati"-verb-hbs "crown"-verb-eng
"kruniti"-verb-hbs "crown"-verb-eng
"okruniti"-verb-hbs "crown"-verb-eng
"zatalasati"-verb-hbs "stir"-verb-eng
"otključati"-verb-hbs "unlock"-verb-eng
"dopisati"-verb-hbs "add"-verb-eng
"napisati"-verb-hbs "write"-verb-eng
"popisati"-verb-hbs "list"-verb-eng
"propisati"-verb-hbs "prescribe"-verb-eng
"regulisati"-verb-hbs "regulate"-verb-eng
"izglasati"-verb-hbs "vote"-verb-eng
"koordinisati"-verb-hbs "coordinate"-verb-eng
"udisati"-verb-hbs "breathe in"-verb-eng
"opisati"-verb-hbs "describe"-verb-eng
"skresati"-verb-hbs "prune"-verb-eng
"ubrzati"-verb-hbs "accelerate"-verb-eng
"dostizati"-verb-hbs "catch up"-verb-eng
"stizati"-verb-hbs "arrive"-verb-eng
"postizati"-verb-hbs "achieve"-verb-eng
"dokazati"-verb-hbs "prove"-verb-eng
"iskazati"-verb-hbs "prove"-verb-eng
"pokazati"-verb-hbs "show"-verb-eng
"ukazati"-verb-hbs "point"-verb-eng
"otkazati"-verb-hbs "cancel"-verb-eng
"vezati"-verb-hbs "attach"-verb-eng
"vezati"-verb-hbs "tie"-verb-eng
"zavezati"-verb-hbs "attach"-verb-eng
"zavezati"-verb-hbs "tie"-verb-eng
"obavezati"-verb-hbs "bind"-verb-eng
"podizati"-verb-hbs "elevate"-verb-eng
"podizati"-verb-hbs "boost"-verb-eng
"podizati"-verb-hbs "lift"-verb-eng
"zatezati"-verb-hbs "stretch"-verb-eng
"izdizati"-verb-hbs "rise"-verb-eng
"zakazati"-verb-hbs "fail"-verb-eng
"zakazati"-verb-hbs "schedule"-verb-eng
"švercati"-verb-hbs "smuggle"-verb-eng
"micati"-verb-hbs "move"-verb-eng
"skakati"-verb-hbs "jump"-verb-eng
"povikati"-verb-hbs "cry out"-verb-eng
"povikati"-verb-hbs "shout"-verb-eng
"povikati"-verb-hbs "yell"-verb-eng
"istjecati"-verb-hbs "expire"-verb-eng
"istjecati"-verb-hbs "leak"-verb-eng
"otjecati"-verb-hbs "flow"-verb-eng
"protjecati"-verb-hbs "flow"-verb-eng
"isticati"-verb-hbs "highlight"-verb-eng
"poticati"-verb-hbs "encourage"-verb-eng
"utjecati"-verb-hbs "affect"-verb-eng
"utjecati"-verb-hbs "influence"-verb-eng
"izricati"-verb-hbs "impose"-verb-eng
"izricati"-verb-hbs "predicate"-verb-eng
"odricati"-verb-hbs "disown"-verb-eng
"odricati"-verb-hbs "forgo"-verb-eng
"odricati"-verb-hbs "stop"-verb-eng
"potjecati"-verb-hbs "come"-verb-eng
"presijecati"-verb-hbs "cross"-verb-eng
"presijecati"-verb-hbs "transect"-verb-eng
"pomicati"-verb-hbs "move"-verb-eng
"proistjecati"-verb-hbs "come"-verb-eng
"proistjecati"-verb-hbs "derive"-verb-eng
"blokirati"-verb-hbs "block"-verb-eng
"iskrcati"-verb-hbs "disembark"-verb-eng
"parkirati"-verb-hbs "park"-verb-eng
"definirati"-verb-hbs "define"-verb-eng
"ukrcati"-verb-hbs "board"-verb-eng
"diskutirati"-verb-hbs "discuss"-verb-eng
"dirati"-verb-hbs "touch"-verb-eng
"eksplodirati"-verb-hbs "explode"-verb-eng
"investirati"-verb-hbs "invest"-verb-eng
"informirati"-verb-hbs "brief"-verb-eng
"informirati"-verb-hbs "inform"-verb-eng
"kandidirati"-verb-hbs "candidate"-verb-eng
"kritizirati"-verb-hbs "criticize"-verb-eng
"nadzirati"-verb-hbs "supervise"-verb-eng
"organizirati"-verb-hbs "arrange"-verb-eng
"organizirati"-verb-hbs "organise"-verb-eng
"planirati"-verb-hbs "plan"-verb-eng
"promovirati"-verb-hbs "promote"-verb-eng
"rangirati"-verb-hbs "rank"-verb-eng
"ratificirati"-verb-hbs "ratify"-verb-eng
"financirati"-verb-hbs "finance"-verb-eng
"financirati"-verb-hbs "fund"-verb-eng
"fokusirati"-verb-hbs "focus"-verb-eng
"funkcionirati"-verb-hbs "function"-verb-eng
"funkcionirati"-verb-hbs "work"-verb-eng
"citirati"-verb-hbs "cite"-verb-eng
"inzistirati"-verb-hbs "insist"-verb-eng
"protestirati"-verb-hbs "protest"-verb-eng
"rezultirati"-verb-hbs "result"-verb-eng
"formirati"-verb-hbs "form"-verb-eng
"kompletirati"-verb-hbs "complete"-verb-eng
"implementirati"-verb-hbs "implement"-verb-eng
"interesirati"-verb-hbs "interest"-verb-eng
"umirati"-verb-hbs "die"-verb-eng
"obamirati"-verb-hbs "die"-verb-eng
"obamirati"-verb-hbs "die"-verb-eng
"emitirati"-verb-hbs "broadcast"-verb-eng
"emitirati"-verb-hbs "emit"-verb-eng
"emitirati"-verb-hbs "transmit"-verb-eng
"nominirati"-verb-hbs "nominate"-verb-eng
"riskirati"-verb-hbs "risk"-verb-eng
"duplicirati"-verb-hbs "duplicate"-verb-eng
"komandirati"-verb-hbs "command"-verb-eng
"publicirati"-verb-hbs "publicize"-verb-eng
"verificirati"-verb-hbs "verify"-verb-eng
"komplicirati"-verb-hbs "complicate"-verb-eng
"konfiscirati"-verb-hbs "confiscate"-verb-eng
"modificirati"-verb-hbs "modify"-verb-eng
"prakticirati"-verb-hbs "practise"-verb-eng
"kvalificirati"-verb-hbs "qualify"-verb-eng
"falsificirati"-verb-hbs "forge"-verb-eng
"identificirati"-verb-hbs "identify"-verb-eng
"diskvalificirati"-verb-hbs "disqualify"-verb-eng
"deblokirati"-verb-hbs "unblock"-verb-eng
"isplanirati"-verb-hbs "plan"-verb-eng
"nadirati"-verb-hbs "gush"-verb-eng
"nadirati"-verb-hbs "invade"-verb-eng
"prodiskutirati"-verb-hbs "discuss"-verb-eng
"dezinformirati"-verb-hbs "misinform"-verb-eng
"reorganizirati"-verb-hbs "reorganise"-verb-eng
"dezorganizirati"-verb-hbs "disorganise"-verb-eng
"kontrolirati"-verb-hbs "control"-verb-eng
"formulirati"-verb-hbs "formulate"-verb-eng
"eliminirati"-verb-hbs "eliminate"-verb-eng
"regulirati"-verb-hbs "adjust"-verb-eng
"reformirati"-verb-hbs "reform"-verb-eng
"koordinirati"-verb-hbs "coordinate"-verb-eng
"bojkotirati"-verb-hbs "boycott"-verb-eng
"dominirati"-verb-hbs "dominate"-verb-eng
"datirati"-verb-hbs "date"-verb-eng
"bazirati"-verb-hbs "base"-verb-eng
"realizirati"-verb-hbs "accomplish"-verb-eng
"apelirati"-verb-hbs "appeal"-verb-eng
"aplicirati"-verb-hbs "apply"-verb-eng
"izvirati"-verb-hbs "originate"-verb-eng
"lobirati"-verb-hbs "lobby"-verb-eng
"pričati"-verb-hbs "talk"-verb-eng
"inicirati"-verb-hbs "initiate"-verb-eng
"harmonizirati"-verb-hbs "harmonize"-verb-eng
"potrčavati"-verb-hbs "run"-verb-eng
"poželjeti"-verb-hbs "wish"-verb-eng
"voljeti"-verb-hbs "like"-verb-eng
"voljeti"-verb-hbs "love"-verb-eng
"zavoljeti"-verb-hbs "fall in love"-verb-eng
"potresti"-verb-hbs "shake"-verb-eng
"zarasti"-verb-hbs "heal"-verb-eng
"mesti"-verb-hbs "swipe"-verb-eng
"dovoditi"-verb-hbs "bring"-verb-eng
"navoditi"-verb-hbs "state"-verb-eng
"predvoditi"-verb-hbs "lead"-verb-eng
"dogoditi"-verb-hbs "happen"-verb-eng
"narediti"-verb-hbs "bid"-verb-eng
"narediti"-verb-hbs "order"-verb-eng
"presuditi"-verb-hbs "decide"-verb-eng
"potvrditi"-verb-hbs "acknowledge"-verb-eng
"potvrditi"-verb-hbs "confirm"-verb-eng
"svoditi"-verb-hbs "bring down"-verb-eng
"izvoditi"-verb-hbs "perform"-verb-eng
"izvoditi"-verb-hbs "play"-verb-eng
"prevoditi"-verb-hbs "translate"-verb-eng
"privoditi"-verb-hbs "arrest"-verb-eng
"proizvoditi"-verb-hbs "produce"-verb-eng
"kriviti"-verb-hbs "blame"-verb-eng
"protiviti"-verb-hbs "be against"-verb-eng
"prijaviti"-verb-hbs "report"-verb-eng
"prijaviti"-verb-hbs "apply"-verb-eng
"objaviti"-verb-hbs "declare"-verb-eng
"objaviti"-verb-hbs "proclaim"-verb-eng
"objaviti"-verb-hbs "publish"-verb-eng
"objaviti"-verb-hbs "reveal"-verb-eng
"pozdraviti"-verb-hbs "greet"-verb-eng
"predstaviti"-verb-hbs "present"-verb-eng
"postaviti"-verb-hbs "lay"-verb-eng
"postaviti"-verb-hbs "place"-verb-eng
"pojaviti"-verb-hbs "appear"-verb-eng
"slaviti"-verb-hbs "celebrate"-verb-eng
"zgotoviti"-verb-hbs "finish"-verb-eng
"plaviti"-verb-hbs "overflow"-verb-eng
"boraviti"-verb-hbs "reside"-verb-eng
"boraviti"-verb-hbs "stay"-verb-eng
"spraviti"-verb-hbs "make"-verb-eng
"ispraviti"-verb-hbs "correct"-verb-eng
"ispraviti"-verb-hbs "rectify"-verb-eng
"popraviti"-verb-hbs "fix"-verb-eng
"otpraviti"-verb-hbs "dispatch"-verb-eng
"prepraviti"-verb-hbs "remake"-verb-eng
"pripraviti"-verb-hbs "make"-verb-eng
"raspraviti"-verb-hbs "discuss"-verb-eng
"izostaviti"-verb-hbs "leave out"-verb-eng
"pretpostaviti"-verb-hbs "assume"-verb-eng
"staviti"-verb-hbs "put"-verb-eng
"zabaviti"-verb-hbs "entertain"-verb-eng
"zabaviti"-verb-hbs "have fun"-verb-eng
"praviti"-verb-hbs "make"-verb-eng
"nastupiti"-verb-hbs "appear"-verb-eng
"nastupiti"-verb-hbs "perform"-verb-eng
"pristupiti"-verb-hbs "approach"-verb-eng
"stupiti"-verb-hbs "march"-verb-eng
"nakupiti"-verb-hbs "accumulate"-verb-eng
"zakupiti"-verb-hbs "rent"-verb-eng
"iskupiti"-verb-hbs "redeem"-verb-eng
"otkupiti"-verb-hbs "redeem"-verb-eng
"zastupiti"-verb-hbs "represent"-verb-eng
"odstupiti"-verb-hbs "deviate"-verb-eng
"postupiti"-verb-hbs "act"-verb-eng
"postupiti"-verb-hbs "handle"-verb-eng
"potkupiti"-verb-hbs "bribe"-verb-eng
"prilaziti"-verb-hbs "approach"-verb-eng
"ulaziti"-verb-hbs "enter"-verb-eng
"izlaziti"-verb-hbs "exit"-verb-eng
"proizlaziti"-verb-hbs "arise"-verb-eng
"prolaziti"-verb-hbs "pass"-verb-eng
"uvoziti"-verb-hbs "import"-verb-eng
"izvoziti"-verb-hbs "export"-verb-eng
"obilaziti"-verb-hbs "bypass"-verb-eng
"obilaziti"-verb-hbs "circle"-verb-eng
"zaobilaziti"-verb-hbs "bypass"-verb-eng
"sniziti"-verb-hbs "lower"-verb-eng
"plijeniti"-verb-hbs "seize"-verb-eng
"objelodaniti"-verb-hbs "reveal"-verb-eng
"upotpuniti"-verb-hbs "complete"-verb-eng
"činiti"-verb-hbs "act"-verb-eng
"činiti"-verb-hbs "do"-verb-eng
"promijeniti"-verb-hbs "alter"-verb-eng
"objediniti"-verb-hbs "consolidate"-verb-eng
"braniti"-verb-hbs "advocate"-verb-eng
"braniti"-verb-hbs "defend"-verb-eng
"buniti"-verb-hbs "rebel"-verb-eng
"baštiniti"-verb-hbs "inherit"-verb-eng
"progoniti"-verb-hbs "persecute"-verb-eng
"progoniti"-verb-hbs "pursuit"-verb-eng
"prazniti"-verb-hbs "empty"-verb-eng
"kazniti"-verb-hbs "punish"-verb-eng
"izjasniti"-verb-hbs "state"-verb-eng
"raniti"-verb-hbs "hurt"-verb-eng
"lomiti"-verb-hbs "break"-verb-eng
"pobratimiti"-verb-hbs "fraternize"-verb-eng
"priskrbiti"-verb-hbs "accumulate"-verb-eng
"zgrabiti"-verb-hbs "grab"-verb-eng
"ubiti"-verb-hbs "assassinate"-verb-eng
"ubiti"-verb-hbs "kill"-verb-eng
"ubiti"-verb-hbs "murder"-verb-eng
"teretiti"-verb-hbs "charge"-verb-eng
"prijetiti"-verb-hbs "threaten"-verb-eng
"platiti"-verb-hbs "pay"-verb-eng
"prihvatiti"-verb-hbs "accept"-verb-eng
"obratiti"-verb-hbs "convert"-verb-eng
"osujetiti"-verb-hbs "thwart"-verb-eng
"osjetiti"-verb-hbs "feel"-verb-eng
"uzvratiti"-verb-hbs "counter"-verb-eng
"svaliti"-verb-hbs "lay"-verb-eng
"svaliti"-verb-hbs "topple"-verb-eng
"zahvaliti"-verb-hbs "thank"-verb-eng
"pohvaliti"-verb-hbs "commend"-verb-eng
"podijeliti"-verb-hbs "give out"-verb-eng
"odijeliti"-verb-hbs "separate"-verb-eng
"razdijeliti"-verb-hbs "divide"-verb-eng
"dozvoliti"-verb-hbs "allow"-verb-eng
"poručiti"-verb-hbs "tell"-verb-eng
"ubilježiti"-verb-hbs "record"-verb-eng
"zabilježiti"-verb-hbs "record"-verb-eng
"kršiti"-verb-hbs "break"-verb-eng
"zatražiti"-verb-hbs "ask"-verb-eng
"potražiti"-verb-hbs "seek out"-verb-eng
"preporučiti"-verb-hbs "recommend"-verb-eng
"nadmašiti"-verb-hbs "exceed"-verb-eng
"nadmašiti"-verb-hbs "outdo"-verb-eng
"boriti"-verb-hbs "fight"-verb-eng
"služiti"-verb-hbs "serve"-verb-eng
"značiti"-verb-hbs "mean"-verb-eng
"važiti"-verb-hbs "apply"-verb-eng
"važiti"-verb-hbs "be valid"-verb-eng
"produljiti"-verb-hbs "extend"-verb-eng
"naznačiti"-verb-hbs "mark"-verb-eng
"ohrabriti"-verb-hbs "encourage"-verb-eng
"završiti"-verb-hbs "end"-verb-eng
"zatvoriti"-verb-hbs "arrest"-verb-eng
"zatvoriti"-verb-hbs "close"-verb-eng
"saopćiti"-verb-hbs "impart"-verb-eng
"približiti"-verb-hbs "approach"-verb-eng
"brojiti"-verb-hbs "count"-verb-eng
"liječiti"-verb-hbs "cure"-verb-eng
"uložiti"-verb-hbs "invest"-verb-eng
"zboriti"-verb-hbs "speak"-verb-eng
"rušiti"-verb-hbs "demolish"-verb-eng
"tumačiti"-verb-hbs "interpret"-verb-eng
"gušiti"-verb-hbs "asphyxiate"-verb-eng
"gušiti"-verb-hbs "choke"-verb-eng
"oblačiti"-verb-hbs "clothe"-verb-eng
"oblačiti"-verb-hbs "put on"-verb-eng
"kvariti"-verb-hbs "corrupt"-verb-eng
"kvariti"-verb-hbs "spoil"-verb-eng
"izvlačiti"-verb-hbs "extract"-verb-eng
"bližiti"-verb-hbs "approach"-verb-eng
"odvlačiti"-verb-hbs "distract"-verb-eng
"podvlačiti"-verb-hbs "underline"-verb-eng
"privlačiti"-verb-hbs "attract"-verb-eng
"odugovlačiti"-verb-hbs "delay"-verb-eng
"prekriti"-verb-hbs "cover"-verb-eng
"sakriti"-verb-hbs "conceal"-verb-eng
"griješiti"-verb-hbs "be wrong"-verb-eng
"griješiti"-verb-hbs "make mistakes"-verb-eng
"griješiti"-verb-hbs "sin"-verb-eng
"uvažiti"-verb-hbs "accept"-verb-eng
"prikriti"-verb-hbs "cover"-verb-eng
"smiriti"-verb-hbs "calm"-verb-eng
"zgriješiti"-verb-hbs "sin"-verb-eng
"navršiti"-verb-hbs "turn"-verb-eng
"oboriti"-verb-hbs "bring down"-verb-eng
"označiti"-verb-hbs "mark"-verb-eng
"raskriti"-verb-hbs "uncover"-verb-eng
"udostojiti"-verb-hbs "deign"-verb-eng
"poslužiti"-verb-hbs "serve"-verb-eng
"pretražiti"-verb-hbs "search"-verb-eng
"razriješiti"-verb-hbs "solve"-verb-eng
"zadužiti"-verb-hbs "go into debt"-verb-eng
"zaslužiti"-verb-hbs "deserve"-verb-eng
"izdužiti"-verb-hbs "lengthen"-verb-eng
"opslužiti"-verb-hbs "serve"-verb-eng
"odslužiti"-verb-hbs "serve"-verb-eng
"razdužiti"-verb-hbs "resolve"-verb-eng
"omalovažiti"-verb-hbs "belittle"-verb-eng
"založiti"-verb-hbs "pawn"-verb-eng
"odvojiti"-verb-hbs "abstract"-verb-eng
"odvojiti"-verb-hbs "separate"-verb-eng
"položiti"-verb-hbs "lay"-verb-eng
"svjedočiti"-verb-hbs "witness"-verb-eng
"pretvoriti"-verb-hbs "convert"-verb-eng
"izložiti"-verb-hbs "display"-verb-eng
"ograničiti"-verb-hbs "limit"-verb-eng
"dogovoriti"-verb-hbs "arrange"-verb-eng
"graničiti"-verb-hbs "border"-verb-eng
"žuriti"-verb-hbs "hurry"-verb-eng
"curiti"-verb-hbs "leak"-verb-eng
"požuriti"-verb-hbs "hurry"-verb-eng
"stvoriti"-verb-hbs "cause"-verb-eng
"stvoriti"-verb-hbs "make"-verb-eng
"prevariti"-verb-hbs "cheat"-verb-eng
"riješiti"-verb-hbs "solve"-verb-eng
"odložiti"-verb-hbs "put down"-verb-eng
"smanjiti"-verb-hbs "decrease"-verb-eng
"smanjiti"-verb-hbs "reduce"-verb-eng
"ublažiti"-verb-hbs "ease"-verb-eng
"ublažiti"-verb-hbs "mitigate"-verb-eng
"priložiti"-verb-hbs "enclose"-verb-eng
"tvoriti"-verb-hbs "constitute"-verb-eng
"moriti"-verb-hbs "ail"-verb-eng
"skrivati"-verb-hbs "hide"-verb-eng
"trti"-verb-hbs "rub"-verb-eng
"spomenuti"-verb-hbs "mention"-verb-eng
"pokrenuti"-verb-hbs "start"-verb-eng
"potaknuti"-verb-hbs "stimulate"-verb-eng
"umaknuti"-verb-hbs "escape"-verb-eng
"primaknuti"-verb-hbs "move closer"-verb-eng
"izmaknuti"-verb-hbs "escape"-verb-eng
"minuti"-verb-hbs "elapse"-verb-eng
"jurnuti"-verb-hbs "storm"-verb-eng
"okrznuti"-verb-hbs "brush"-verb-eng
"buknuti"-verb-hbs "break out"-verb-eng
"otpočinuti"-verb-hbs "rest"-verb-eng
"iščeznuti"-verb-hbs "disappear"-verb-eng
"zamrznuti"-verb-hbs "freeze"-verb-eng
"izvrnuti"-verb-hbs "distort"-verb-eng
"okrenuti"-verb-hbs "flip"-verb-eng
"prevrnuti"-verb-hbs "overturn"-verb-eng
"laknuti"-verb-hbs "be relieved"-verb-eng
"izaslati"-verb-hbs "send"-verb-eng
"polagati"-verb-hbs "take"-verb-eng
"polagati"-verb-hbs "lay"-verb-eng
"polagati"-verb-hbs "place"-verb-eng
"odlagati"-verb-hbs "lay"-verb-eng
"zalagati"-verb-hbs "advocate"-verb-eng
"lagati"-verb-hbs "lie"-verb-eng
"ulagati"-verb-hbs "invest"-verb-eng
"izlagati"-verb-hbs "exhibit"-verb-eng
"nalagati"-verb-hbs "command"-verb-eng
"obrazlagati"-verb-hbs "explain"-verb-eng
"potpomagati"-verb-hbs "help"-verb-eng
"raspolagati"-verb-hbs "dispose"-verb-eng
"predlagati"-verb-hbs "recommend"-verb-eng
"nametati"-verb-hbs "impose"-verb-eng
"nadmetati"-verb-hbs "bid"-verb-eng
"nadmetati"-verb-hbs "compete"-verb-eng
"umetati"-verb-hbs "insert"-verb-eng
