"3MA"-properNoun-fra "3MA"-properNoun-spa
"accueil"-noun-fra "acogida"-noun-spa
"accueil"-noun-fra "recepción"-noun-spa
"accueil"-noun-fra "bienvenida"-noun-spa
"accueil"-noun-fra "acogida"-noun-spa
"accueillant"-adjective-fra "acogedor"-adjective-spa
"accueillir"-verb-fra "acoger"-verb-spa
"accueillir"-verb-fra "dar cabida a"-verb-spa
"accueillir"-verb-fra "cobijar"-verb-spa
"accumulable"-adjective-fra "acumulable"-adjective-spa
"accumulation"-noun-fra "acumulación"-noun-spa
"accumuler"-verb-fra "acumular"-verb-spa
"accusateur"-adjective-fra "acusador"-adjective-spa
"accusation"-noun-fra "acusación"-noun-spa
"accusatoire"-adjective-fra "acusatorio"-adjective-spa
"accusatoire"-adjective-fra "acusatorio"-adjective-spa
"accusatoire"-adjective-fra "acusatorio"-adjective-spa
"accusé"-adjective-fra "acusado"-adjective-spa
"accusé de réception"-noun-fra "acuse de recibo"-noun-spa
"accuser"-verb-fra "acusar"-verb-spa
"accuser"-verb-fra "procesar"-verb-spa
"ACDAR"-noun-fra "ACDAR"-noun-spa
"ACDH"-noun-fra "ACDH"-noun-spa
"ACE"-noun-fra "ACE"-noun-spa
"Acebes"-properNoun-fra "Acebes"-properNoun-spa
"Acebo"-properNoun-fra "Acebo"-properNoun-spa
"Acebuche"-properNoun-fra "Acebuche"-properNoun-spa
"Acedo-Lodosa"-properNoun-fra "Acedo-Lodosa"-properNoun-spa
"Aceh"-properNoun-fra "Aceh"-properNoun-spa
"ACES"-noun-fra "ACES"-noun-spa
"Acetre"-properNoun-fra "Acetre"-properNoun-spa
"Acetti"-properNoun-fra "Acetti"-properNoun-spa
"Acevedo"-properNoun-fra "Acevedo"-properNoun-spa
"Acha"-properNoun-fra "Acha"-properNoun-spa
"Achaïe"-properNoun-fra "Acaya"-properNoun-spa
"Achalandabaso"-properNoun-fra "Achalandabaso"-properNoun-spa
"acharné"-adjective-fra "acérrimo"-adjective-spa
"achat"-noun-fra "compra"-noun-spa
"achat au comptant"-noun-fra "compra al contado"-noun-spa
"achat-vente"-noun-fra "compraventa"-noun-spa
"Aché"-noun-fra "Aché"-noun-spa
"acheminer"-verb-fra "encaminar"-verb-spa
"Achero"-properNoun-fra "Achero"-properNoun-spa
"acheter"-verb-fra "comprar"-verb-spa
"acheteur"-noun-fra "comprador"-noun-spa
"achever"-verb-fra "finalizar"-verb-spa
"achever"-verb-fra "acabar"-verb-spa
"Achgabat"-properNoun-fra "Asjabad"-properNoun-spa
"Achile"-properNoun-fra "Achile"-properNoun-spa
"Achille"-properNoun-fra "Achille"-properNoun-spa
"Achille"-properNoun-fra "Aquiles"-properNoun-spa
"Achraf"-properNoun-fra "Achraf"-properNoun-spa
"Achurra"-properNoun-fra "Achurra"-properNoun-spa
"Achútegui"-properNoun-fra "Achútegui"-properNoun-spa
"Aciari"-properNoun-fra "Aciari"-properNoun-spa
"acide"-noun-fra "ácido"-noun-spa
"acide"-adjective-fra "ácido"-adjective-spa
"acide"-adjective-fra "ácido"-adjective-spa
"acide"-adjective-fra "ácido"-adjective-spa
"acier"-noun-fra "acero"-noun-spa
"aciérie"-noun-fra "acería"-noun-spa
"Acik"-properNoun-fra "Acik"-properNoun-spa
"Acina"-properNoun-fra "Acina"-properNoun-spa
"Acinas"-properNoun-fra "Acinas"-properNoun-spa
"ACISA"-noun-fra "ACISA"-noun-spa
"ACIS"-noun-fra "ACIS"-noun-spa
"Acisclo"-properNoun-fra "Acisclo"-properNoun-spa
"ACL"-noun-fra "ACL"-noun-spa
"ACNC"-noun-fra "ACNC"-noun-spa
"ACNUR"-noun-fra "ACNUR"-noun-spa
"acolyte"-noun-fra "acólito"-noun-spa
"acompte"-noun-fra "cuota inicial"-noun-spa
"Aconcagua"-properNoun-fra "Aconcagua"-properNoun-spa
"Acosta"-properNoun-fra "Acosta"-properNoun-spa
"Acotz"-properNoun-fra "Acotz"-properNoun-spa
"acoustique"-adjective-fra "acústico"-adjective-spa
"acoustique"-noun-fra "acústica"-noun-spa
"acoustique"-adjective-fra "acústico"-adjective-spa
"acoustique"-adjective-fra "acústico"-adjective-spa
"acoustique"-adjective-fra "acústico"-adjective-spa
"acoustiquement"-adverb-fra "acústicamente"-adverb-spa
"acquérir"-verb-fra "adquirir"-verb-spa
"acquêts"-noun-fra "gananciales"-noun-spa
"acquêts"-noun-fra "bienes gananciales"-noun-spa
"acquiescement"-noun-fra "aquiescencia"-noun-spa
"acquiescer"-verb-fra "asentir"-verb-spa
"acquis"-noun-fra "experiencia"-noun-spa
"acquis"-noun-fra "veteranía"-noun-spa
"acquis"-noun-fra "veteranía"-noun-spa
"acquisitif"-adjective-fra "adquisitivo"-adjective-spa
"acquisition"-noun-fra "adquisición"-noun-spa
"acquit"-noun-fra "recibo"-noun-spa
"acquitter"-verb-fra "absolver"-verb-spa
"ACR"-noun-fra "ACR"-noun-spa
"Acrobat"-properNoun-fra "Acrobat"-properNoun-spa
"acrobatie"-noun-fra "acrobacia"-noun-spa
"acrobatique"-adjective-fra "acrobatico"-adjective-spa
"acrobatique"-adjective-fra "acrobatico"-adjective-spa
"acrobatique"-adjective-fra "acrobatico"-adjective-spa
"acroissement"-noun-fra "ampliación"-noun-spa
"Acropole"-properNoun-fra "Acrópolis"-properNoun-spa
"ACT"-noun-fra "ACT"-noun-spa
"acte"-noun-fra "acto"-noun-spa
"acte"-noun-fra "acta"-noun-spa
"acte"-noun-fra "auto"-noun-spa
"acte notarié"-noun-fra "escritura notarial"-noun-spa
"Acte Unique Européen"-properNoun-fra "Acta Unica Europea"-properNoun-spa
"acte d'achat et vente"-noun-fra "escritura de compraventa"-noun-spa
"acte de naissance"-noun-fra "partida de nacimiento"-noun-spa
"Acteón"-properNoun-fra "Acteón"-properNoun-spa
"acteur"-noun-fra "actor"-noun-spa
"actif"-adjective-fra "activo"-adjective-spa
"actif"-noun-fra "activo"-noun-spa
"actif"-noun-fra "haber"-noun-spa
"actif circulant"-noun-fra "activo circulante"-noun-spa
"actif fixe"-noun-fra "activo fijo"-noun-spa
"actinomètre"-noun-fra "actinómetro"-noun-spa
"action"-noun-fra "acción"-noun-spa
"action"-noun-fra "acción"-noun-spa
"action"-noun-fra "actuación"-noun-spa
"action"-noun-fra "auto"-noun-spa
"actionnaire"-noun-fra "accionista"-noun-spa
"actionnariat"-noun-fra "accionariado"-noun-spa
"actionnement"-noun-fra "accionamiento"-noun-spa
"actionner"-verb-fra "accionar"-verb-spa
"activation"-noun-fra "activación"-noun-spa
"activement"-adverb-fra "activamente"-adverb-spa
"activiste"-noun-fra "activista"-noun-spa
"activité"-noun-fra "actividad"-noun-spa
"activité"-noun-fra "actividad"-noun-spa
"actrice"-noun-fra "actriz"-noun-spa
"actrice"-noun-fra "actriz"-noun-spa
"actu"-noun-fra "actualidad"-noun-spa
"actualisable"-adjective-fra "actualizable"-adjective-spa
"actualisation"-noun-fra "actualización"-noun-spa
"actualiser"-verb-fra "actualizar"-verb-spa
"actualité"-noun-fra "actualidad"-noun-spa
"actuariel"-adjective-fra "actuarial"-adjective-spa
"actuariel"-adjective-fra "actuarial"-adjective-spa
"actuariel"-adjective-fra "actuarial"-adjective-spa
"actuel"-adjective-fra "actual"-adjective-spa
"actuel"-adjective-fra "actual"-adjective-spa
"actuel"-adjective-fra "actual"-adjective-spa
"actuel"-adjective-fra "actual"-adjective-spa
"actuellement"-adverb-fra "actualmente"-adverb-spa
"ADAC"-noun-fra "ADAC"-noun-spa
"ADAE"-noun-fra "ADAE"-noun-spa
"Adala"-properNoun-fra "Adala"-properNoun-spa
"Adalbéron"-properNoun-fra "Adalberón"-properNoun-spa
"Adam"-properNoun-fra "Adam"-properNoun-spa
"Adamns"-properNoun-fra "Adamns"-properNoun-spa
"Adams"-properNoun-fra "Adams"-properNoun-spa
"Adamstown"-properNoun-fra "Adamstown"-properNoun-spa
"Adana"-properNoun-fra "Adana"-properNoun-spa
"Adán"-properNoun-fra "Adán"-properNoun-spa
"Adánez"-properNoun-fra "Adánez"-properNoun-spa
"adaptabilité"-noun-fra "adaptabilidad"-noun-spa
"adaptateur"-adjective-fra "adaptador"-adjective-spa
"adaptation"-noun-fra "adaptación"-noun-spa
"adaptation"-noun-fra "adaptación"-noun-spa
"adapter"-verb-fra "adaptar"-verb-spa
"adapter"-verb-fra "adecuar"-verb-spa
"Adarra"-properNoun-fra "Adarra"-properNoun-spa
"Adarraga"-properNoun-fra "Adarraga"-properNoun-spa
"Adboulay"-properNoun-fra "Adboulay"-properNoun-spa
"Addameer"-properNoun-fra "Addameer"-properNoun-spa
"addictif"-adjective-fra "adictivo"-adjective-spa
"Addikt"-properNoun-fra "Addikt"-properNoun-spa
"Addis-Abeba"-properNoun-fra "Adís Abeba"-properNoun-spa
"Addis-Abeba"-properNoun-fra "Addis Abeba"-properNoun-spa
"additif"-adjective-fra "aditivo"-adjective-spa
"addition"-noun-fra "adición"-noun-spa
"additionnel"-adjective-fra "adicional"-adjective-spa
"additionnel"-adjective-fra "adicional"-adjective-spa
"additionnel"-adjective-fra "adicional"-adjective-spa
"additionnellement"-adverb-fra "adicionalmente"-adverb-spa
"additionner"-verb-fra "sumar"-verb-spa
"additionner"-verb-fra "adicionar"-verb-spa
"Addy"-properNoun-fra "Addy"-properNoun-spa
"ADECCCO"-noun-fra "ADECCCO"-noun-spa
"ADEGI"-noun-fra "ADEGI"-noun-spa
"Adegi"-properNoun-fra "Adegi"-properNoun-spa
"Adeje"-properNoun-fra "Adeje"-properNoun-spa
"Adel"-properNoun-fra "Adel"-properNoun-spa
"Adela"-properNoun-fra "Adela"-properNoun-spa
"Adelaida"-properNoun-fra "Adelaida"-properNoun-spa
"Adelaïde"-properNoun-fra "Adelaïde"-properNoun-spa
"Adélard"-properNoun-fra "Adelardo"-properNoun-spa
"Adelino"-properNoun-fra "Adelino"-properNoun-spa
"Ademar"-properNoun-fra "Ademar"-properNoun-spa
"ADEMGI"-noun-fra "ADEMGI"-noun-spa
"Ademola"-properNoun-fra "Ademola"-properNoun-spa
"ADENA"-noun-fra "ADENA"-noun-spa
"Aden"-properNoun-fra "Aden"-properNoun-spa
"adepte"-adjective-fra "adepto"-adjective-spa
"adepte"-adjective-fra "adepto"-adjective-spa
"adepte"-adjective-fra "adepto"-adjective-spa
"adéquatement"-adverb-fra "adecuadamente"-adverb-spa
"adéquation"-noun-fra "adecuación"-noun-spa
"ADER"-noun-fra "ADER"-noun-spa
"Adeslas"-properNoun-fra "Adeslas"-properNoun-spa
"Adha"-properNoun-fra "Adha"-properNoun-spa
"Adhamiya"-properNoun-fra "Adhamiya"-properNoun-spa
"adhérence"-noun-fra "adherencia"-noun-spa
"adhérent"-noun-fra "afiliado"-noun-spa
"adhérer"-verb-fra "adherir"-verb-spa
"adhésif"-adjective-fra "adhesivo"-adjective-spa
"adhésion"-noun-fra "adhesión"-noun-spa
"adhésion"-noun-fra "adhesión"-noun-spa
"adiabatique"-adjective-fra "adiabático"-adjective-spa
"adiabatique"-adjective-fra "adiabático"-adjective-spa
"adiabatique"-adjective-fra "adiabático"-adjective-spa
"ADICAE"-noun-fra "ADICAE"-noun-spa
"Adidas"-properNoun-fra "Adidas"-properNoun-spa
"adieco"-properNoun-fra "adieco"-properNoun-spa
"adieu"-noun-fra "adiós"-noun-spa
"adieu"-noun-fra "despedida"-noun-spa
"Adige"-properNoun-fra "Adige"-properNoun-spa
"ADIL"-noun-fra "ADIL"-noun-spa
"Adilton"-properNoun-fra "Adilton"-properNoun-spa
"ADIMDE"-noun-fra "ADIMDE"-noun-spa
"Adinan"-properNoun-fra "Adinan"-properNoun-spa
"Adinolfi"-properNoun-fra "Adinolfi"-properNoun-spa
"adipeux"-adjective-fra "adiposo"-adjective-spa
"adipeux"-adjective-fra "adiposo"-adjective-spa
"adipeux"-adjective-fra "adiposo"-adjective-spa
"adipeux"-adjective-fra "adiposo"-adjective-spa
"Adiputro"-properNoun-fra "Adiputro"-properNoun-spa
"adjacent"-adjective-fra "adyacente"-adjective-spa
"adjacent"-adjective-fra "adyacente"-adjective-spa
"adjacent"-adjective-fra "adyacente"-adjective-spa
"Adjani"-properNoun-fra "Adjani"-properNoun-spa
"adjectif"-noun-fra "adjetivo"-noun-spa
"adjoint"-adjective-fra "adjunto"-adjective-spa
"adjoint"-noun-fra "adjunto"-noun-spa
"adjudicataire"-noun-fra "adjudicatario"-noun-spa
"adjudicataire"-noun-fra "adjudicatario"-noun-spa
"adjudicataire"-noun-fra "adjudicatario"-noun-spa
"adjudication"-noun-fra "adjudicación"-noun-spa
"adjuger"-verb-fra "adjudicar"-verb-spa
"Adler"-properNoun-fra "Adler"-properNoun-spa
"admettre"-verb-fra "admitir"-verb-spa
"admettre"-verb-fra "admitir"-verb-spa
"administrateur"-noun-fra "administrador"-noun-spa
"administratif"-adjective-fra "administrativo"-adjective-spa
"administratif"-noun-fra "administrativo"-noun-spa
"administration"-noun-fra "administración"-noun-spa
"administration"-noun-fra "administración pública"-noun-spa
"administration météorologique"-noun-fra "autoridad meteorológica"-noun-spa
"administrer"-verb-fra "administrar"-verb-spa
"admirable"-adjective-fra "admirable"-adjective-spa
"admirateur"-noun-fra "admirador"-noun-spa
"admiration"-noun-fra "admiración"-noun-spa
"admirer"-verb-fra "admirar"-verb-spa
"admissible"-adjective-fra "admisible"-adjective-spa
"admission"-noun-fra "admisión"-noun-spa
"admonestation"-noun-fra "amonestación"-noun-spa
"admonester"-verb-fra "amonestar"-verb-spa
"ADN"-noun-fra "ADN"-noun-spa
"Adnan"-properNoun-fra "Adnan"-properNoun-spa
"ADO"-noun-fra "ADO"-noun-spa
"adolescence"-noun-fra "adolescencia"-noun-spa
"adolescent"-noun-fra "adolescente"-noun-spa
"adolescent"-noun-fra "adolescente"-noun-spa
"adolescent"-noun-fra "adolescente"-noun-spa
"Adolf"-properNoun-fra "Adolf"-properNoun-spa
"Adolfo"-properNoun-fra "Adolfo"-properNoun-spa
"Adolphe"-properNoun-fra "Adolphe"-properNoun-spa
"Adonis"-properNoun-fra "Adonis"-properNoun-spa
"adonner"-verb-fra "consagrar"-verb-spa
"adoptant"-adjective-fra "adoptante"-adjective-spa
"adoptant"-adjective-fra "adoptante"-adjective-spa
"adoptant"-adjective-fra "adoptante"-adjective-spa
"adopter"-verb-fra "adoptar"-verb-spa
"adopter"-verb-fra "amoldar"-verb-spa
"adoptif"-adjective-fra "adoptivo"-adjective-spa
"adoption"-noun-fra "adopción"-noun-spa
"adorable"-adjective-fra "adorable"-adjective-spa
"adorateur"-adjective-fra "adorador"-adjective-spa
"adoration"-noun-fra "adoración"-noun-spa
"Adoration des mages"-properNoun-fra "Adoración de los Magos"-properNoun-spa
"adorer"-verb-fra "adorar"-verb-spa
"Adorni"-properNoun-fra "Adorni"-properNoun-spa
"adosser"-verb-fra "adosar"-verb-spa
"Adour"-properNoun-fra "Adur"-properNoun-spa
"ADR"-noun-fra "ADR"-noun-spa
"Adrala"-properNoun-fra "Adrala"-properNoun-spa
"adrénaline"-noun-fra "adrenalina"-noun-spa
"adresse"-noun-fra "dirección"-noun-spa
"adresser"-verb-fra "dirigir"-verb-spa
"Adria"-properNoun-fra "Adria"-properNoun-spa
"Adrià"-properNoun-fra "Adrià"-properNoun-spa
"Adriana"-properNoun-fra "Adriana"-properNoun-spa
"Adrián"-properNoun-fra "Adrián"-properNoun-spa
"Adriano"-properNoun-fra "Adriano"-properNoun-spa
"Adrien"-properNoun-fra "Adrien"-properNoun-spa
"adroit"-adjective-fra "hábil"-adjective-spa
"adroit"-adjective-fra "hábil"-adjective-spa
"adroit"-adjective-fra "hábil"-adjective-spa
"ADSL"-noun-fra "ADSL"-noun-spa
"Aducen"-properNoun-fra "Aducen"-properNoun-spa
"adulte"-noun-fra "adulto"-noun-spa
"adulte"-noun-fra "adulto"-noun-spa
"adulte"-noun-fra "adulto"-noun-spa
"adultère"-noun-fra "adulterio"-noun-spa
"Aduna"-properNoun-fra "Aduna"-properNoun-spa
"Aduritz"-properNoun-fra "Aduritz"-properNoun-spa
"Aduriz"-properNoun-fra "Aduriz"-properNoun-spa
"Adúriz"-properNoun-fra "Adúriz"-properNoun-spa
"advection"-noun-fra "advección"-noun-spa
"adverbe"-noun-fra "adverbio"-noun-spa
"adversaire"-noun-fra "adversario"-noun-spa
"adversaire"-noun-fra "opositor"-noun-spa
"adversaire"-noun-fra "opositor"-noun-spa
"adversaire"-noun-fra "adversario"-noun-spa
"adversaire"-noun-fra "adversario"-noun-spa
"adverse"-adjective-fra "adverso"-adjective-spa
"adverse"-adjective-fra "adverso"-adjective-spa
"adverse"-adjective-fra "adverso"-adjective-spa
"adversité"-noun-fra "adversidad"-noun-spa
"Aebersold"-properNoun-fra "Aebersold"-properNoun-spa
"AECC"-noun-fra "AECC"-noun-spa
"Aecio"-properNoun-fra "Aecio"-properNoun-spa
"AEDE"-noun-fra "AEDE"-noun-spa
"AEE"-noun-fra "AEE"-noun-spa
"AEK"-noun-fra "AEK"-noun-spa
"AELE"-noun-fra "AELC"-noun-spa
"AELE"-noun-fra "EFTA"-noun-spa
"AELFP"-noun-fra "AELFP"-noun-spa
"Aena"-properNoun-fra "Aena"-properNoun-spa
"AENOR"-noun-fra "AENOR"-noun-spa
"Aenor"-properNoun-fra "Aenor"-properNoun-spa
"AEOCC"-noun-fra "AEOCC"-noun-spa
"AEPD"-noun-fra "AEPD"-noun-spa
"Aer"-noun-fra "Aer"-noun-spa
"aération"-noun-fra "aireación"-noun-spa
"aérien"-adjective-fra "aéreo"-adjective-spa
"Aermachi"-properNoun-fra "Aermachi"-properNoun-spa
"Aernouts"-properNoun-fra "Aernouts"-properNoun-spa
"aérobiologie"-noun-fra "aerobiología"-noun-spa
"aérobique"-adjective-fra "aeróbico"-adjective-spa
"aérobique"-adjective-fra "aeróbico"-adjective-spa
"aérobique"-adjective-fra "aeróbico"-adjective-spa
"aérodrome"-noun-fra "aeródromo"-noun-spa
"aérodynamique"-adjective-fra "aerodinámico"-adjective-spa
"aérodynamique"-adjective-fra "aerodinámico"-adjective-spa
"aérodynamique"-adjective-fra "aerodinámico"-adjective-spa
"aérogénérateur"-noun-fra "aerogenerador"-noun-spa
"aérogramme"-noun-fra "aerograma"-noun-spa
"aérologie"-noun-fra "aerología"-noun-spa
"aéronautique"-noun-fra "aeronáutica"-noun-spa
"aéronautique"-adjective-fra "aeronáutico"-adjective-spa
"aéronautique"-adjective-fra "aeronáutico"-adjective-spa
"aéronautique"-adjective-fra "aeronáutico"-adjective-spa
"aéronef"-noun-fra "aeronave"-noun-spa
"aéronomie"-noun-fra "aeronomía"-noun-spa
"aéroplane"-noun-fra "aeroplano"-noun-spa
"aéroport"-noun-fra "aeropuerto"-noun-spa
"aéroport"-noun-fra "aeropuerto"-noun-spa
"aéroportuaire"-adjective-fra "aeroportuario"-adjective-spa
"aéroportuaire"-adjective-fra "aeroportuario"-adjective-spa
"aéroportuaire"-adjective-fra "aeroportuario"-adjective-spa
"Aerosmith"-properNoun-fra "Aerosmith"-properNoun-spa
"aérosol"-noun-fra "aerosol"-noun-spa
"aérospatial"-adjective-fra "aeroespacial"-adjective-spa
"aérospatial"-adjective-fra "aeroespacial"-adjective-spa
"aérospatial"-adjective-fra "aeroespacial"-adjective-spa
"aérostatique"-adjective-fra "aerostático"-adjective-spa
"aérostatique"-adjective-fra "aerostático"-adjective-spa
"aérostatique"-adjective-fra "aerostático"-adjective-spa
"Aerts"-properNoun-fra "Aerts"-properNoun-spa
"AESOL"-noun-fra "AESOL"-noun-spa
"AEX"-noun-fra "AEX"-noun-spa
"Aezkoa"-properNoun-fra "Aezkoa"-properNoun-spa
"Afaadas"-properNoun-fra "Afaadas"-properNoun-spa
"Afalah"-properNoun-fra "Afalah"-properNoun-spa
"Afallah"-properNoun-fra "Afallah"-properNoun-spa
"Afanias"-noun-fra "Afanias"-noun-spa
"Afar"-noun-fra "Afar"-noun-spa
"Afek"-properNoun-fra "Afek"-properNoun-spa
"affable"-adjective-fra "afable"-adjective-spa
"Affadas"-properNoun-fra "Affadas"-properNoun-spa
"affaiblir"-verb-fra "debilitar"-verb-spa
"affaire"-noun-fra "asunto"-noun-spa
"affaire"-noun-fra "negocio"-noun-spa
"affairer"-verb-fra "agitar"-verb-spa
"affaires étrangères"-noun-fra "asuntos exteriores"-noun-spa
"affaisser"-verb-fra "hundir"-verb-spa
"affamé"-adjective-fra "hambriento"-adjective-spa
"affectation"-noun-fra "afectación"-noun-spa
"affecté"-adjective-fra "afectado"-adjective-spa
"affecter"-verb-fra "afectar"-verb-spa
"affectif"-adjective-fra "afectivo"-adjective-spa
"affection"-noun-fra "afección"-noun-spa
"affection"-noun-fra "afecto"-noun-spa
"affectivité"-noun-fra "afectividad"-noun-spa
"affectueux"-adjective-fra "amoroso"-adjective-spa
"affectueux"-adjective-fra "cariñoso"-adjective-spa
"affectueux"-adjective-fra "cariñoso"-adjective-spa
"affectueux"-adjective-fra "cariñoso"-adjective-spa
"affectueux"-adjective-fra "cariñoso"-adjective-spa
"affermissement"-noun-fra "afianzamiento"-noun-spa
"affichage"-noun-fra "marcador"-noun-spa
"affiche"-noun-fra "cartelera"-noun-spa
"affiche"-noun-fra "cartel"-noun-spa
"afficher"-verb-fra "anunciar"-verb-spa
"afficher"-verb-fra "ostentar"-verb-spa
"affiliation"-noun-fra "afiliación"-noun-spa
"affilier"-verb-fra "afiliar"-verb-spa
"affinité"-noun-fra "afinidad"-noun-spa
"affirmatif"-adjective-fra "afirmativo"-adjective-spa
"affirmation"-noun-fra "afirmación"-noun-spa
"affirmer"-verb-fra "afirmar"-verb-spa
"affirmer"-verb-fra "afirmar"-verb-spa
"affleurer"-verb-fra "aflorar"-verb-spa
"affliction"-noun-fra "aflicción"-noun-spa
"affliger"-verb-fra "aquejar"-verb-spa
"affliger"-verb-fra "afligir"-verb-spa
"affliger"-verb-fra "apenar"-verb-spa
"affluence"-noun-fra "afluencia"-noun-spa
"affluent"-noun-fra "afluente"-noun-spa
"affluer"-verb-fra "afluir"-verb-spa
"affoler"-verb-fra "enloquecer"-verb-spa
"affreux"-adjective-fra "horroroso"-adjective-spa
"affreux"-adjective-fra "horroroso"-adjective-spa
"affreux"-adjective-fra "horroroso"-adjective-spa
"affreux"-adjective-fra "horroroso"-adjective-spa
"affreux"-adjective-fra "horroroso"-adjective-spa
"affrontement"-noun-fra "enfrentamiento"-noun-spa
"affrontement"-noun-fra "enfrentamiento"-noun-spa
"affronter"-verb-fra "afrontar"-verb-spa
"affubler"-verb-fra "vestir"-verb-spa
